"MonitoringLocationIdentifier","ActivityStartDate","HydrologicEvent","CharacteristicName","meanresult"
"21NC02WQ-J1330000",2006-09-07,"","Turbidity",443
"21NC02WQ-J1330000",2006-09-20,"","Temperature, water",824
"21NC02WQ-J1330000",2006-09-20,"","Total suspended solids",1
"21NC02WQ-J1330000",2006-10-05,"","Temperature, water",866
"21NC02WQ-J1330000",2006-10-05,"","Total suspended solids",1
"21NC02WQ-J1330000",2006-10-05,"","Turbidity",374
"21NC02WQ-J1330000",2006-10-19,"","Temperature, water",781
"21NC02WQ-J1330000",2006-10-19,"","Total suspended solids",1605
"21NC02WQ-J1330000",2006-11-03,"","Temperature, water",504
"21NC02WQ-J1330000",2006-11-03,"","Total suspended solids",1
"21NC02WQ-J1330000",2006-11-03,"","Turbidity",383
"21NC02WQ-J1330000",2006-11-14,"","Temperature, water",548
"21NC02WQ-J1330000",2006-11-14,"","Total suspended solids",478
"21NC02WQ-J1330000",2006-11-28,"","Temperature, water",510
"21NC02WQ-J1330000",2006-11-28,"","Total suspended solids",1024
"21NC02WQ-J1330000",2006-12-17,"","Temperature, water",507
"21NC02WQ-J1330000",2006-12-17,"","Total suspended solids",1214
"21NC02WQ-J1330000",2006-12-17,"","Turbidity",1005
"21NC02WQ-J1330000",2006-12-27,"","Temperature, water",446
"21NC02WQ-J1330000",2006-12-27,"","Total suspended solids",619
"21NC02WQ-J1330000",2007-01-10,"","Temperature, water",2007
"21NC02WQ-J1330000",2007-01-10,"","Total suspended solids",401
"21NC02WQ-J1330000",2007-01-10,"","Turbidity",571
"21NC02WQ-J1330000",2007-01-29,"","Temperature, water",1574
"21NC02WQ-J1330000",2007-01-29,"","Total suspended solids",758
"21NC02WQ-J1330000",2007-02-06,"","Temperature, water",1770
"21NC02WQ-J1330000",2007-02-06,"","Total suspended solids",1053
"21NC02WQ-J1330000",2007-02-06,"","Turbidity",1228
"21NC02WQ-J1330000",2007-02-20,"","Temperature, water",406
"21NC02WQ-J1330000",2007-02-20,"","Total suspended solids",1996
"21NC02WQ-J1330000",2007-03-08,"","Temperature, water",505
"21NC02WQ-J1330000",2007-03-08,"","Total suspended solids",1024
"21NC02WQ-J1330000",2007-03-08,"","Turbidity",1746
"21NC02WQ-J1330000",2007-03-20,"","Temperature, water",478
"21NC02WQ-J1330000",2007-03-20,"","Total suspended solids",619
"21NC02WQ-J1330000",2007-04-10,"","Temperature, water",602
"21NC02WQ-J1330000",2007-04-10,"","Total suspended solids",996
"21NC02WQ-J1330000",2007-04-10,"","Turbidity",996
"21NC02WQ-J1330000",2007-04-18,"","Temperature, water",556
"21NC02WQ-J1330000",2007-04-18,"","Total suspended solids",1996
"21NC02WQ-J1330000",2007-05-02,"","Temperature, water",804
"21NC02WQ-J1330000",2007-05-02,"","Total suspended solids",1247
"21NC02WQ-J1330000",2007-05-02,"","Turbidity",1014
"21NC02WQ-J1330000",2007-05-18,"","Temperature, water",628
"21NC02WQ-J1330000",2007-05-18,"","Total suspended solids",1247
"21NC02WQ-J1330000",2007-06-04,"","Temperature, water",823
"21NC02WQ-J1330000",2007-06-04,"","Total suspended solids",1101
"21NC02WQ-J1330000",2007-06-20,"","Temperature, water",851
"21NC02WQ-J1330000",2007-06-20,"","Total suspended solids",1
"21NC02WQ-J1330000",2007-06-20,"","Turbidity",715
"21NC02WQ-J1330000",2007-07-01,"","Temperature, water",931
"21NC02WQ-J1330000",2007-07-01,"","Total suspended solids",1
"21NC02WQ-J1330000",2007-07-17,"","Temperature, water",895
"21NC02WQ-J1330000",2007-07-17,"","Total suspended solids",1
"21NC02WQ-J1330000",2007-07-17,"","Turbidity",374
"21NC02WQ-J1330000",2007-08-01,"","Temperature, water",951
"21NC02WQ-J1330000",2007-08-01,"","Total suspended solids",1
"21NC02WQ-J1330000",2007-08-09,"","Temperature, water",936
"21NC02WQ-J1330000",2007-08-09,"","Total suspended solids",1
"21NC02WQ-J1330000",2007-08-09,"","Turbidity",715
"21NC02WQ-J1330000",2007-09-04,"","Temperature, water",890
"21NC02WQ-J1330000",2007-09-04,"","Total suspended solids",1
"21NC02WQ-J1330000",2007-09-04,"","Turbidity",383
"21NC02WQ-J1330000",2007-09-20,"","Temperature, water",801
"21NC02WQ-J1330000",2007-09-20,"","Total suspended solids",1
"21NC02WQ-J1330000",2007-10-31,"","Temperature, water",532
"21NC02WQ-J1330000",2007-10-31,"","Total suspended solids",1
"21NC02WQ-J1330000",2007-10-31,"","Turbidity",1024
"21NC03WQ-J1330000",2008-01-28,"","Inorganic nitrogen (nitrate and nitrite)",1014
"21NC03WQ-J1330000",2008-01-28,"","Phosphorus",281
"21NC03WQ-J1330000",2008-01-28,"","Temperature, water",2013
"21NC03WQ-J1330000",2008-01-28,"","Total suspended solids",1
"21NC03WQ-J1330000",2008-01-28,"","Turbidity",697
"21NC03WQ-J1330000",2008-04-30,"","Inorganic nitrogen (nitrate and nitrite)",768
"21NC03WQ-J1330000",2008-04-30,"","Phosphorus",150
"21NC03WQ-J1330000",2008-04-30,"","Temperature, water",572
"21NC03WQ-J1330000",2008-04-30,"","Total suspended solids",443
"21NC03WQ-J1330000",2008-04-30,"","Turbidity",571
"21NC03WQ-J1330000",2008-05-27,"","Inorganic nitrogen (nitrate and nitrite)",393
"21NC03WQ-J1330000",2008-05-27,"","Phosphorus",120
"21NC03WQ-J1330000",2008-05-27,"","Temperature, water",852
"21NC03WQ-J1330000",2008-05-27,"","Turbidity",1905
"21NC03WQ-J1330000",2008-06-25,"","Inorganic nitrogen (nitrate and nitrite)",1582
"21NC03WQ-J1330000",2008-06-25,"","Phosphorus",91
"21NC03WQ-J1330000",2008-06-25,"","Temperature, water",914
"21NC03WQ-J1330000",2008-06-25,"","Turbidity",1591
"21NC03WQ-J1330000",2008-07-28,"","Inorganic nitrogen (nitrate and nitrite)",242
"21NC03WQ-J1330000",2008-07-28,"","Phosphorus",91
"21NC03WQ-J1330000",2008-07-28,"","Temperature, water",932
"21NC03WQ-J1330000",2008-07-28,"","Total suspended solids",1752
"21NC03WQ-J1330000",2008-07-28,"","Turbidity",1737
"21NC03WQ-J1330000",2008-08-18,"","Inorganic nitrogen (nitrate and nitrite)",255
"21NC03WQ-J1330000",2008-08-18,"","Phosphorus",99
"21NC03WQ-J1330000",2008-08-18,"","Temperature, water",891
"21NC03WQ-J1330000",2008-08-18,"","Turbidity",524
"21NC03WQ-J1330000",2008-09-04,"","Inorganic nitrogen (nitrate and nitrite)",748
"21NC03WQ-J1330000",2008-09-04,"","Phosphorus",82
"21NC03WQ-J1330000",2008-09-04,"","Temperature, water",873
"21NC03WQ-J1330000",2008-09-04,"","Turbidity",1268
"21NC03WQ-J1330000",2008-10-16,"","Inorganic nitrogen (nitrate and nitrite)",697
"21NC03WQ-J1330000",2008-10-16,"","Phosphorus",76
"21NC03WQ-J1330000",2008-10-16,"","Temperature, water",785
"21NC03WQ-J1330000",2008-10-16,"","Total suspended solids",1
"21NC03WQ-J1330000",2008-10-16,"","Turbidity",393
"21NC03WQ-J1330000",2008-11-05,"","Inorganic nitrogen (nitrate and nitrite)",393
"21NC03WQ-J1330000",2008-11-05,"","Phosphorus",99
"21NC03WQ-J1330000",2008-11-05,"","Temperature, water",577
"21NC03WQ-J1330000",2008-11-05,"","Turbidity",801
"21NC03WQ-J1330000",2008-12-03,"","Inorganic nitrogen (nitrate and nitrite)",1005
"21NC03WQ-J1330000",2008-12-03,"","Phosphorus",67
"21NC03WQ-J1330000",2008-12-03,"","Temperature, water",2019
"21NC03WQ-J1330000",2008-12-03,"","Turbidity",1905
"21NC03WQ-J1330000",2009-01-05,"","Inorganic nitrogen (nitrate and nitrite)",383
"21NC03WQ-J1330000",2009-01-05,"","Phosphorus",76
"21NC03WQ-J1330000",2009-01-05,"","Temperature, water",485
"21NC03WQ-J1330000",2009-01-05,"","Total suspended solids",1711
"21NC03WQ-J1330000",2009-01-05,"","Turbidity",866
"21NC03WQ-J1330000",2009-02-05,"","Inorganic nitrogen (nitrate and nitrite)",1896
"21NC03WQ-J1330000",2009-02-05,"","Phosphorus",52
"21NC03WQ-J1330000",2009-02-05,"","Temperature, water",1711
"21NC03WQ-J1330000",2009-02-05,"","Turbidity",1436
"21NC03WQ-J1330000",2009-03-10,"","Inorganic nitrogen (nitrate and nitrite)",1024
"21NC03WQ-J1330000",2009-03-10,"","Phosphorus",91
"21NC03WQ-J1330000",2009-03-10,"","Temperature, water",551
"21NC03WQ-J1330000",2009-03-10,"","Turbidity",1268
"21NC03WQ-J1330000",2009-04-07,"","Inorganic nitrogen (nitrate and nitrite)",393
"21NC03WQ-J1330000",2009-04-07,"","Phosphorus",76
"21NC03WQ-J1330000",2009-04-07,"","Temperature, water",525
"21NC03WQ-J1330000",2009-04-07,"","Total suspended solids",1901
"21NC03WQ-J1330000",2009-04-07,"","Turbidity",502
"21NC03WQ-J1330000",2009-05-07,"","Inorganic nitrogen (nitrate and nitrite)",271
"21NC03WQ-J1330000",2009-05-07,"","Phosphorus",150
"21NC03WQ-J1330000",2009-05-07,"","Temperature, water",805
"21NC03WQ-J1330000",2009-05-07,"","Turbidity",1667
"21NC03WQ-J1330000",2009-06-04,"","Inorganic nitrogen (nitrate and nitrite)",690
"21NC03WQ-J1330000",2009-06-04,"","Phosphorus",82
"21NC03WQ-J1330000",2009-06-04,"","Temperature, water",870
"21NC03WQ-J1330000",2009-06-04,"","Turbidity",1718
"21NC03WQ-J1330000",2009-07-08,"","Inorganic nitrogen (nitrate and nitrite)",758
"21NC03WQ-J1330000",2009-07-08,"","Phosphorus",150
"21NC03WQ-J1330000",2009-07-08,"","Temperature, water",928
"21NC03WQ-J1330000",2009-07-08,"","Total suspended solids",1
"21NC03WQ-J1330000",2009-07-08,"","Turbidity",1257
"21NC03WQ-J1330000",2009-10-21,"","Inorganic nitrogen (nitrate and nitrite)",996
"21NC03WQ-J1330000",2009-10-21,"","Phosphorus",165
"21NC03WQ-J1330000",2009-10-21,"","Temperature, water",596
"21NC03WQ-J1330000",2009-10-21,"","Total suspended solids",1
"21NC03WQ-J1330000",2009-10-21,"","Turbidity",383
"21NC03WQ-J1330000",2010-01-21,"","Inorganic nitrogen (nitrate and nitrite)",730
"21NC03WQ-J1330000",2010-01-21,"","Phosphorus",157
"21NC03WQ-J1330000",2010-01-21,"","Temperature, water",2002
"21NC03WQ-J1330000",2010-01-21,"","Total suspended solids",1
"21NC03WQ-J1330000",2010-01-21,"","Turbidity",1898
"21NC03WQ-J1330000",2010-04-08,"","Inorganic nitrogen (nitrate and nitrite)",724
"21NC03WQ-J1330000",2010-04-08,"","Phosphorus",91
"21NC03WQ-J1330000",2010-04-08,"","Temperature, water",806
"21NC03WQ-J1330000",2010-04-08,"","Total suspended solids",1711
"21NC03WQ-J1330000",2010-04-08,"","Turbidity",1220
"21NC03WQ-J1330000",2010-07-14,"","Inorganic nitrogen (nitrate and nitrite)",345
"21NC03WQ-J1330000",2010-07-14,"","Phosphorus",195
"21NC03WQ-J1330000",2010-07-14,"","Temperature, water",933
"21NC03WQ-J1330000",2010-07-14,"","Total suspended solids",1101
"21NC03WQ-J1330000",2010-07-14,"","Turbidity",1101
"21NC03WQ-J1330000",2010-10-26,"","Inorganic nitrogen (nitrate and nitrite)",185
"21NC03WQ-J1330000",2010-10-26,"","Phosphorus",185
"21NC03WQ-J1330000",2010-10-26,"","Temperature, water",630
"21NC03WQ-J1330000",2010-10-26,"","Total suspended solids",488
"21NC03WQ-J1330000",2010-10-26,"","Turbidity",1955
"21NC03WQ-J1330000",2011-01-05,"","Inorganic nitrogen (nitrate and nitrite)",1580
"21NC03WQ-J1330000",2011-01-05,"","Phosphorus",67
"21NC03WQ-J1330000",2011-01-05,"","Temperature, water",1992
"21NC03WQ-J1330000",2011-01-05,"","Total suspended solids",1
"21NC03WQ-J1330000",2011-01-05,"","Turbidity",1220
"21NC03WQ-J1330000",2011-04-06,"","Inorganic nitrogen (nitrate and nitrite)",758
"21NC03WQ-J1330000",2011-04-06,"","Phosphorus",76
"21NC03WQ-J1330000",2011-04-06,"","Temperature, water",504
"21NC03WQ-J1330000",2011-04-06,"","Total suspended solids",1
"21NC03WQ-J1330000",2011-04-06,"","Turbidity",2002
"21NC03WQ-J1330000",2011-07-11,"","Inorganic nitrogen (nitrate and nitrite)",374
"21NC03WQ-J1330000",2011-07-11,"","Phosphorus",128
"21NC03WQ-J1330000",2011-07-11,"","Temperature, water",931
"21NC03WQ-J1330000",2011-07-11,"","Total suspended solids",1580
"21NC03WQ-J1330000",2011-07-11,"","Turbidity",1903
"21NC03WQ-J1330000",2011-10-17,"","Inorganic nitrogen (nitrate and nitrite)",1005
"21NC03WQ-J1330000",2011-10-17,"","Phosphorus",144
"21NC03WQ-J1330000",2011-10-17,"","Temperature, water",778
"21NC03WQ-J1330000",2011-10-17,"","Total suspended solids",1
"21NC03WQ-J1330000",2011-10-17,"","Turbidity",306
"21NC03WQ-J1330000",2012-01-09,"","Inorganic nitrogen (nitrate and nitrite)",1005
"21NC03WQ-J1330000",2012-01-09,"","Phosphorus",76
"21NC03WQ-J1330000",2012-01-09,"","Temperature, water",482
"21NC03WQ-J1330000",2012-01-09,"","Total suspended solids",1
"21NC03WQ-J1330000",2012-01-09,"","Turbidity",393
"21NC03WQ-J1330000",2012-04-10,"","Inorganic nitrogen (nitrate and nitrite)",1257
"21NC03WQ-J1330000",2012-04-10,"","Phosphorus",113
"21NC03WQ-J1330000",2012-04-10,"","Temperature, water",626
"21NC03WQ-J1330000",2012-04-10,"","Total suspended solids",1892
"21NC03WQ-J1330000",2012-04-10,"","Turbidity",1436
"21NC03WQ-J1330000",2012-07-18,"","Inorganic nitrogen (nitrate and nitrite)",1053
"21NC03WQ-J1330000",2012-07-18,"","Phosphorus",139
"21NC03WQ-J1330000",2012-07-18,"","Temperature, water",964
"21NC03WQ-J1330000",2012-07-18,"","Total suspended solids",1
"21NC03WQ-J1330000",2012-07-18,"","Turbidity",1728
"21NC03WQ-J1330000",2012-08-07,"","Inorganic nitrogen (nitrate and nitrite)",326
"21NC03WQ-J1330000",2012-08-07,"","Phosphorus",173
"21NC03WQ-J1330000",2012-08-07,"","Temperature, water",929
"21NC03WQ-J1330000",2012-08-07,"","Turbidity",1746
"21NC03WQ-J1330000",2012-09-25,"","Inorganic nitrogen (nitrate and nitrite)",739
"21NC03WQ-J1330000",2012-09-25,"","Phosphorus",91
"21NC03WQ-J1330000",2012-09-25,"","Temperature, water",779
"21NC03WQ-J1330000",2012-09-25,"","Turbidity",1043
"21NC03WQ-J1330000",2012-10-08,"","Inorganic nitrogen (nitrate and nitrite)",365
"21NC03WQ-J1330000",2012-10-08,"","Phosphorus",169
"21NC03WQ-J1330000",2012-10-08,"","Temperature, water",593
"21NC03WQ-J1330000",2012-10-08,"","Total suspended solids",1605
"21NC03WQ-J1330000",2012-10-08,"","Turbidity",592
"21NC03WQ-J1330000",2012-11-26,"","Inorganic nitrogen (nitrate and nitrite)",280
"21NC03WQ-J1330000",2012-11-26,"","Phosphorus",91
"21NC03WQ-J1330000",2012-11-26,"","Temperature, water",478
"21NC03WQ-J1330000",2012-11-26,"","Turbidity",336
"21NC03WQ-J1330000",2012-12-04,"","Inorganic nitrogen (nitrate and nitrite)",715
"21NC03WQ-J1330000",2012-12-04,"","Phosphorus",67
"21NC03WQ-J1330000",2012-12-04,"","Temperature, water",554
"21NC03WQ-J1330000",2012-12-04,"","Turbidity",345
"21NC03WQ-J1330000",2013-01-09,"","Inorganic nitrogen (nitrate and nitrite)",1033
"21NC03WQ-J1330000",2013-01-09,"","Phosphorus",91
"21NC03WQ-J1330000",2013-01-09,"","Temperature, water",458
"21NC03WQ-J1330000",2013-01-09,"","Total suspended solids",1
"21NC03WQ-J1330000",2013-01-09,"","Turbidity",1235
"21NC03WQ-J1330000",2013-02-20,"","Inorganic nitrogen (nitrate and nitrite)",697
"21NC03WQ-J1330000",2013-02-20,"","Phosphorus",82
"21NC03WQ-J1330000",2013-02-20,"","Temperature, water",1903
"21NC03WQ-J1330000",2013-02-20,"","Turbidity",548
"21NC03WQ-J1330000",2013-03-18,"","Inorganic nitrogen (nitrate and nitrite)",979
"21NC03WQ-J1330000",2013-03-18,"","Phosphorus",156
"21NC03WQ-J1330000",2013-03-18,"","Temperature, water",448
"21NC03WQ-J1330000",2013-03-18,"","Turbidity",1220
"21NC03WQ-J1330000",2013-04-04,"","Inorganic nitrogen (nitrate and nitrite)",336
"21NC03WQ-J1330000",2013-04-04,"","Phosphorus",173
"21NC03WQ-J1330000",2013-04-04,"","Temperature, water",483
"21NC03WQ-J1330000",2013-04-04,"","Total suspended solids",1
"21NC03WQ-J1330000",2013-04-04,"","Turbidity",1452
"21NC03WQ-J1330000",2013-05-09,"","Inorganic nitrogen (nitrate and nitrite)",221
"21NC03WQ-J1330000",2013-05-09,"","Phosphorus",107
"21NC03WQ-J1330000",2013-05-09,"","Temperature, water",620
"21NC03WQ-J1330000",2013-05-09,"","Turbidity",619
"21NC03WQ-J1330000",2013-06-06,"","Inorganic nitrogen (nitrate and nitrite)",235
"21NC03WQ-J1330000",2013-06-06,"","Phosphorus",159
"21NC03WQ-J1330000",2013-06-06,"","Temperature, water",808
"21NC03WQ-J1330000",2013-06-06,"","Turbidity",443
"21NC03WQ-J1330000",2013-07-15,"","Inorganic nitrogen (nitrate and nitrite)",209
"21NC03WQ-J1330000",2013-07-15,"","Phosphorus",139
"21NC03WQ-J1330000",2013-07-15,"","Temperature, water",889
"21NC03WQ-J1330000",2013-07-15,"","Total suspended solids",1605
"21NC03WQ-J1330000",2013-07-15,"","Turbidity",1892
"21NC03WQ-J1330000",2013-08-13,"","Inorganic nitrogen (nitrate and nitrite)",326
"21NC03WQ-J1330000",2013-08-13,"","Phosphorus",165
"21NC03WQ-J1330000",2013-08-13,"","Temperature, water",891
"21NC03WQ-J1330000",2013-08-13,"","Turbidity",1835
"21NC03WQ-J1330000",2013-09-09,"","Inorganic nitrogen (nitrate and nitrite)",758
"21NC03WQ-J1330000",2013-09-09,"","Phosphorus",120
"21NC03WQ-J1330000",2013-09-09,"","Temperature, water",850
"21NC03WQ-J1330000",2013-09-09,"","Turbidity",355
"21NC03WQ-J1330000",2013-10-23,"","Inorganic nitrogen (nitrate and nitrite)",1241
"21NC03WQ-J1330000",2013-10-23,"","Phosphorus",76
"21NC03WQ-J1330000",2013-10-23,"","Temperature, water",646
"21NC03WQ-J1330000",2013-10-23,"","Total suspended solids",1
"21NC03WQ-J1330000",2013-10-23,"","Turbidity",1
"21NC03WQ-J1330000",2013-11-12,"","Inorganic nitrogen (nitrate and nitrite)",739
"21NC03WQ-J1330000",2013-11-12,"","Phosphorus",76
"21NC03WQ-J1330000",2013-11-12,"","Temperature, water",525
"21NC03WQ-J1330000",2013-11-12,"","Turbidity",1247
"21NC03WQ-J1330000",2013-12-09,"","Inorganic nitrogen (nitrate and nitrite)",355
"21NC03WQ-J1330000",2013-12-09,"","Phosphorus",76
"21NC03WQ-J1330000",2013-12-09,"","Temperature, water",446
"21NC03WQ-J1330000",2013-12-09,"","Turbidity",1457
"21NC03WQ-J1330000",2014-01-22,"","Inorganic nitrogen (nitrate and nitrite)",1014
"21NC03WQ-J1330000",2014-01-22,"","Phosphorus",67
"21NC03WQ-J1330000",2014-01-22,"","Temperature, water",1752
"21NC03WQ-J1330000",2014-01-22,"","Total suspended solids",1
"21NC03WQ-J1330000",2014-01-22,"","Turbidity",1580
"21NC03WQ-J1330000",2014-02-20,"","Inorganic nitrogen (nitrate and nitrite)",724
"21NC03WQ-J1330000",2014-02-20,"","Phosphorus",91
"21NC03WQ-J1330000",2014-02-20,"","Temperature, water",458
"21NC03WQ-J1330000",2014-02-20,"","Turbidity",646
"21NC03WQ-J1330000",2014-03-31,"","Inorganic nitrogen (nitrate and nitrite)",355
"21NC03WQ-J1330000",2014-03-31,"","Phosphorus",82
"21NC03WQ-J1330000",2014-03-31,"","Temperature, water",508
"21NC03WQ-J1330000",2014-03-31,"","Turbidity",524
"21NC03WQ-J1330000",2014-04-24,"","Inorganic nitrogen (nitrate and nitrite)",724
"21NC03WQ-J1330000",2014-04-24,"","Phosphorus",59
"21NC03WQ-J1330000",2014-04-24,"","Temperature, water",672
"21NC03WQ-J1330000",2014-04-24,"","Total suspended solids",1
"21NC03WQ-J1330000",2014-04-24,"","Turbidity",1253
"21NC03WQ-J1330000",2014-05-13,"","Inorganic nitrogen (nitrate and nitrite)",1043
"21NC03WQ-J1330000",2014-05-13,"","Phosphorus",120
"21NC03WQ-J1330000",2014-05-13,"","Temperature, water",889
"21NC03WQ-J1330000",2014-05-13,"","Turbidity",1024
"21NC03WQ-J1330000",2014-06-11,"","Inorganic nitrogen (nitrate and nitrite)",393
"21NC03WQ-J1330000",2014-06-11,"","Phosphorus",99
"21NC03WQ-J1330000",2014-06-11,"","Temperature, water",917
"21NC03WQ-J1330000",2014-06-11,"","Turbidity",1591
"21NC03WQ-J1330000",2014-07-08,"","Inorganic nitrogen (nitrate and nitrite)",294
"21NC03WQ-J1330000",2014-07-08,"","Phosphorus",128
"21NC03WQ-J1330000",2014-07-08,"","Temperature, water",870
"21NC03WQ-J1330000",2014-07-08,"","Total suspended solids",1
"21NC03WQ-J1330000",2014-07-08,"","Turbidity",730
"21NC03WQ-J1330000",2014-09-15,"","Inorganic nitrogen (nitrate and nitrite)",285
"21NC03WQ-J1330000",2014-09-15,"","Phosphorus",120
"21NC03WQ-J1330000",2014-09-15,"","Temperature, water",895
"21NC03WQ-J1330000",2014-09-15,"","Turbidity",690
"21NC03WQ-J1330000",2014-10-02,"","Inorganic nitrogen (nitrate and nitrite)",697
"21NC03WQ-J1330000",2014-10-02,"","Phosphorus",99
"21NC03WQ-J1330000",2014-10-02,"","Temperature, water",823
"21NC03WQ-J1330000",2014-10-02,"","Total suspended solids",1
"21NC03WQ-J1330000",2014-10-02,"","Turbidity",706
"21NC03WQ-J1330000",2014-11-03,"","Inorganic nitrogen (nitrate and nitrite)",316
"21NC03WQ-J1330000",2014-11-03,"","Phosphorus",76
"21NC03WQ-J1330000",2014-11-03,"","Temperature, water",551
"21NC03WQ-J1330000",2014-11-03,"","Turbidity",393
"21NC03WQ-J1330000",2014-12-08,"","Inorganic nitrogen (nitrate and nitrite)",706
"21NC03WQ-J1330000",2014-12-08,"","Phosphorus",59
"21NC03WQ-J1330000",2014-12-08,"","Temperature, water",453
"21NC03WQ-J1330000",2014-12-08,"","Turbidity",1053
"21NC03WQ-J1330000",2015-01-15,"","Inorganic nitrogen (nitrate and nitrite)",739
"21NC03WQ-J1330000",2015-01-15,"","Phosphorus",76
"21NC03WQ-J1330000",2015-01-15,"","Temperature, water",1752
"21NC03WQ-J1330000",2015-01-15,"","Total suspended solids",1580
"21NC03WQ-J1330000",2015-01-15,"","Turbidity",592
"21NC03WQ-J1330000",2015-02-09,"","Inorganic nitrogen (nitrate and nitrite)",690
"21NC03WQ-J1330000",2015-02-09,"","Phosphorus",59
"21NC03WQ-J1330000",2015-02-09,"","Temperature, water",479
"21NC03WQ-J1330000",2015-02-09,"","Turbidity",1053
"21NC03WQ-J1330000",2015-03-17,"","Inorganic nitrogen (nitrate and nitrite)",697
"21NC03WQ-J1330000",2015-03-17,"","Phosphorus",52
"21NC03WQ-J1330000",2015-03-17,"","Temperature, water",541
"21NC03WQ-J1330000",2015-03-17,"","Turbidity",1570
"21NC03WQ-J1330000",2015-04-22,"","Inorganic nitrogen (nitrate and nitrite)",355
"21NC03WQ-J1330000",2015-04-22,"","Phosphorus",157
"21NC03WQ-J1330000",2015-04-22,"","Temperature, water",599
"21NC03WQ-J1330000",2015-04-22,"","Total suspended solids",502
"21NC03WQ-J1330000",2015-04-22,"","Turbidity",801
"21NC03WQ-J1330000",2015-05-07,"","Inorganic nitrogen (nitrate and nitrite)",730
"21NC03WQ-J1330000",2015-05-07,"","Phosphorus",82
"21NC03WQ-J1330000",2015-05-07,"","Temperature, water",781
"21NC03WQ-J1330000",2015-05-07,"","Turbidity",1253
"21NC03WQ-J1330000",2015-06-16,"","Inorganic nitrogen (nitrate and nitrite)",345
"21NC03WQ-J1330000",2015-06-16,"","Phosphorus",107
"21NC03WQ-J1330000",2015-06-16,"","Temperature, water",916
"21NC03WQ-J1330000",2015-06-16,"","Turbidity",748
"21NC03WQ-J1330000",2015-07-15,"","Inorganic nitrogen (nitrate and nitrite)",365
"21NC03WQ-J1330000",2015-07-15,"","Phosphorus",99
"21NC03WQ-J1330000",2015-07-15,"","Temperature, water",897
"21NC03WQ-J1330000",2015-07-15,"","Total suspended solids",1
"21NC03WQ-J1330000",2015-07-15,"","Turbidity",1235
"21NC03WQ-J1330000",2015-08-05,"","Inorganic nitrogen (nitrate and nitrite)",1014
"21NC03WQ-J1330000",2015-08-05,"","Phosphorus",113
"21NC03WQ-J1330000",2015-08-05,"","Temperature, water",915
"21NC03WQ-J1330000",2015-08-05,"","Turbidity",690
"21NC03WQ-J1330000",2015-09-09,"","Inorganic nitrogen (nitrate and nitrite)",988
"21NC03WQ-J1330000",2015-09-09,"","Phosphorus",82
"21NC03WQ-J1330000",2015-09-09,"","Temperature, water",890
"21NC03WQ-J1330000",2015-09-09,"","Turbidity",336
"21NC03WQ-J1330000",2015-10-26,"","Inorganic nitrogen (nitrate and nitrite)",150
"21NC03WQ-J1330000",2015-10-26,"","Phosphorus",76
"21NC03WQ-J1330000",2015-10-26,"","Temperature, water",622
"21NC03WQ-J1330000",2015-10-26,"","Total suspended solids",1
"21NC03WQ-J1330000",2015-10-26,"","Turbidity",316
"21NC03WQ-J1330000",2015-12-01,"","Inorganic nitrogen (nitrate and nitrite)",300
"21NC03WQ-J1330000",2015-12-01,"","Phosphorus",113
"21NC03WQ-J1330000",2015-12-01,"","Temperature, water",484
"21NC03WQ-J1330000",2015-12-01,"","Turbidity",1273
"21NC03WQ-J1330000",2016-01-13,"","Inorganic nitrogen (nitrate and nitrite)",316
"21NC03WQ-J1330000",2016-01-13,"","Temperature, water",2002
"21NC03WQ-J1330000",2016-01-13,"","Turbidity",1760
"21NC03WQ-J1330000",2016-02-09,"","Inorganic nitrogen (nitrate and nitrite)",383
"21NC03WQ-J1330000",2016-02-09,"","Phosphorus",42
"21NC03WQ-J1330000",2016-02-09,"","Temperature, water",404
"21NC03WQ-J1330000",2016-02-09,"","Turbidity",1610
"21NC03WQ-J1330000",2016-03-09,"","Inorganic nitrogen (nitrate and nitrite)",250
"21NC03WQ-J1330000",2016-03-09,"","Phosphorus",59
"21NC03WQ-J1330000",2016-03-09,"","Temperature, water",595
"21NC03WQ-J1330000",2016-03-09,"","Turbidity",1262
"21NC03WQ-J1330000",2016-04-13,"","Inorganic nitrogen (nitrate and nitrite)",697
"21NC03WQ-J1330000",2016-04-13,"","Phosphorus",113
"21NC03WQ-J1330000",2016-04-13,"","Temperature, water",598
"21NC03WQ-J1330000",2016-04-13,"","Total suspended solids",502
"21NC03WQ-J1330000",2016-04-13,"","Turbidity",844
"21NC03WQ-J1330000",2016-05-12,"","Inorganic nitrogen (nitrate and nitrite)",326
"21NC03WQ-J1330000",2016-05-12,"","Phosphorus",76
"21NC03WQ-J1330000",2016-05-12,"","Temperature, water",803
"21NC03WQ-J1330000",2016-05-12,"","Turbidity",1430
"21NC03WQ-J1330000",2016-06-14,"","Inorganic nitrogen (nitrate and nitrite)",316
"21NC03WQ-J1330000",2016-06-14,"","Phosphorus",59
"21NC03WQ-J1330000",2016-06-14,"","Temperature, water",869
"21NC03WQ-J1330000",2016-06-14,"","Turbidity",996
"21NC03WQ-J1330000",2016-07-12,"","Inorganic nitrogen (nitrate and nitrite)",355
"21NC03WQ-J1330000",2016-07-12,"","Phosphorus",67
