"agency","site_no","Date","HydrologicEvent","CharacteristicName","SampleFraction","Units","value","month"
"21NC03WQ","J1330000",2012-09-25,NA,"Temperature, water",NA,"deg C",20.1,"Sep"
"21NC03WQ","J1330000",2012-10-08,NA,"Phosphorus","Total","mg/l",0.27,"Oct"
"21NC03WQ","J1330000",2012-10-08,NA,"Temperature, water",NA,"deg C",17.1,"Oct"
"21NC03WQ","J1330000",2012-11-26,NA,"Phosphorus","Total","mg/l",0.1,"Nov"
"21NC03WQ","J1330000",2012-11-26,NA,"Temperature, water",NA,"deg C",12,"Nov"
"21NC03WQ","J1330000",2012-12-04,NA,"Phosphorus","Total","mg/l",0.07,"Dec"
"21NC03WQ","J1330000",2012-12-04,NA,"Temperature, water",NA,"deg C",15.7,"Dec"
"21NC03WQ","J1330000",2013-01-09,NA,"Phosphorus","Total","mg/l",0.1,"Jan"
"21NC03WQ","J1330000",2013-01-09,NA,"Temperature, water",NA,"deg C",11.9,"Jan"
"21NC03WQ","J1330000",2013-02-20,NA,"Phosphorus","Total","mg/l",0.09,"Feb"
"21NC03WQ","J1330000",2013-02-20,NA,"Temperature, water",NA,"deg C",8.6,"Feb"
"21NC03WQ","J1330000",2013-03-18,NA,"Phosphorus","Total","mg/l",0.22,"Mar"
"21NC03WQ","J1330000",2013-03-18,NA,"Temperature, water",NA,"deg C",11.2,"Mar"
"21NC03WQ","J1330000",2013-04-04,NA,"Phosphorus","Total","mg/l",0.28,"Apr"
"21NC03WQ","J1330000",2013-04-04,NA,"Temperature, water",NA,"deg C",12.5,"Apr"
"21NC03WQ","J1330000",2013-05-09,NA,"Phosphorus","Total","mg/l",0.12,"May"
"21NC03WQ","J1330000",2013-05-09,NA,"Temperature, water",NA,"deg C",18.1,"May"
"21NC03WQ","J1330000",2013-06-06,NA,"Phosphorus","Total","mg/l",0.24,"Jun"
"21NC03WQ","J1330000",2013-06-06,NA,"Temperature, water",NA,"deg C",21.9,"Jun"
"21NC03WQ","J1330000",2013-07-15,NA,"Phosphorus","Total","mg/l",0.17,"Jul"
"21NC03WQ","J1330000",2013-07-15,NA,"Temperature, water",NA,"deg C",25.1,"Jul"
"21NC03WQ","J1330000",2013-08-13,NA,"Phosphorus","Total","mg/l",0.26,"Aug"
"21NC03WQ","J1330000",2013-08-13,NA,"Temperature, water",NA,"deg C",25.3,"Aug"
"21NC03WQ","J1330000",2013-09-09,NA,"Phosphorus","Total","mg/l",0.14,"Sep"
"21NC03WQ","J1330000",2013-09-09,NA,"Temperature, water",NA,"deg C",23.6,"Sep"
"21NC03WQ","J1330000",2013-10-23,NA,"Phosphorus","Total","mg/l",0.08,"Oct"
"21NC03WQ","J1330000",2013-10-23,NA,"Temperature, water",NA,"deg C",19,"Oct"
"21NC03WQ","J1330000",2013-11-12,NA,"Phosphorus","Total","mg/l",0.08,"Nov"
"21NC03WQ","J1330000",2013-11-12,NA,"Temperature, water",NA,"deg C",14.1,"Nov"
"21NC03WQ","J1330000",2013-12-09,NA,"Phosphorus","Total","mg/l",0.08,"Dec"
"21NC03WQ","J1330000",2013-12-09,NA,"Temperature, water",NA,"deg C",11.1,"Dec"
"21NC03WQ","J1330000",2014-01-22,NA,"Phosphorus","Total","mg/l",0.07,"Jan"
"21NC03WQ","J1330000",2014-01-22,NA,"Temperature, water",NA,"deg C",7.5,"Jan"
"21NC03WQ","J1330000",2014-02-20,NA,"Phosphorus","Total","mg/l",0.1,"Feb"
"21NC03WQ","J1330000",2014-02-20,NA,"Temperature, water",NA,"deg C",11.9,"Feb"
"21NC03WQ","J1330000",2014-03-31,NA,"Phosphorus","Total","mg/l",0.09,"Mar"
"21NC03WQ","J1330000",2014-03-31,NA,"Temperature, water",NA,"deg C",13.6,"Mar"
"21NC03WQ","J1330000",2014-04-24,NA,"Phosphorus","Total","mg/l",0.06,"Apr"
"21NC03WQ","J1330000",2014-04-24,NA,"Temperature, water",NA,"deg C",19.7,"Apr"
"21NC03WQ","J1330000",2014-05-13,NA,"Phosphorus","Total","mg/l",0.14,"May"
"21NC03WQ","J1330000",2014-05-13,NA,"Temperature, water",NA,"deg C",25.1,"May"
"21NC03WQ","J1330000",2014-06-11,NA,"Phosphorus","Total","mg/l",0.11,"Jun"
"21NC03WQ","J1330000",2014-06-11,NA,"Temperature, water",NA,"deg C",26.9,"Jun"
"21NC03WQ","J1330000",2014-07-08,NA,"Phosphorus","Total","mg/l",0.15,"Jul"
"21NC03WQ","J1330000",2014-07-08,NA,"Temperature, water",NA,"deg C",24.4,"Jul"
"21NC03WQ","J1330000",2014-09-15,NA,"Phosphorus","Total","mg/l",0.14,"Sep"
"21NC03WQ","J1330000",2014-09-15,NA,"Temperature, water",NA,"deg C",25.7,"Sep"
"21NC03WQ","J1330000",2014-10-02,NA,"Phosphorus","Total","mg/l",0.11,"Oct"
"21NC03WQ","J1330000",2014-10-02,NA,"Temperature, water",NA,"deg C",22,"Oct"
"21NC03WQ","J1330000",2014-11-03,NA,"Phosphorus","Total","mg/l",0.08,"Nov"
"21NC03WQ","J1330000",2014-11-03,NA,"Temperature, water",NA,"deg C",15.3,"Nov"
"21NC03WQ","J1330000",2014-12-08,NA,"Phosphorus","Total","mg/l",0.06,"Dec"
"21NC03WQ","J1330000",2014-12-08,NA,"Temperature, water",NA,"deg C",11.6,"Dec"
"21NC03WQ","J1330000",2015-01-15,NA,"Phosphorus","Total","mg/l",0.08,"Jan"
"21NC03WQ","J1330000",2015-01-15,NA,"Temperature, water",NA,"deg C",7.5,"Jan"
"21NC03WQ","J1330000",2015-02-09,NA,"Phosphorus","Total","mg/l",0.06,"Feb"
"21NC03WQ","J1330000",2015-02-09,NA,"Temperature, water",NA,"deg C",12.1,"Feb"
"21NC03WQ","J1330000",2015-03-17,NA,"Phosphorus","Total","mg/l",0.05,"Mar"
"21NC03WQ","J1330000",2015-03-17,NA,"Temperature, water",NA,"deg C",1438,"Mar"
"21NC03WQ","J1330000",2015-04-22,NA,"Phosphorus","Total","mg/l",0.23,"Apr"
"21NC03WQ","J1330000",2015-04-22,NA,"Temperature, water",NA,"deg C",17.7,"Apr"
"21NC03WQ","J1330000",2015-05-07,NA,"Phosphorus","Total","mg/l",0.09,"May"
"21NC03WQ","J1330000",2015-05-07,NA,"Temperature, water",NA,"deg C",20.3,"May"
"21NC03WQ","J1330000",2015-06-16,NA,"Phosphorus","Total","mg/l",0.12,"Jun"
"21NC03WQ","J1330000",2015-06-16,NA,"Temperature, water",NA,"deg C",26.8,"Jun"
"21NC03WQ","J1330000",2015-07-15,NA,"Phosphorus","Total","mg/l",0.11,"Jul"
"21NC03WQ","J1330000",2015-07-15,NA,"Temperature, water",NA,"deg C",25.9,"Jul"
"21NC03WQ","J1330000",2015-08-05,NA,"Phosphorus","Total","mg/l",0.13,"Aug"
"21NC03WQ","J1330000",2015-08-05,NA,"Temperature, water",NA,"deg C",26.7,"Aug"
"21NC03WQ","J1330000",2015-09-09,NA,"Phosphorus","Total","mg/l",0.09,"Sep"
"21NC03WQ","J1330000",2015-09-09,NA,"Temperature, water",NA,"deg C",25.2,"Sep"
"21NC03WQ","J1330000",2015-10-26,NA,"Phosphorus","Total","mg/l",0.08,"Oct"
"21NC03WQ","J1330000",2015-10-26,NA,"Temperature, water",NA,"deg C",18.3,"Oct"
"21NC03WQ","J1330000",2015-12-01,NA,"Phosphorus","Total","mg/l",0.13,"Dec"
"21NC03WQ","J1330000",2015-12-01,NA,"Temperature, water",NA,"deg C",12.6,"Dec"
"21NC03WQ","J1330000",2016-01-13,NA,"Temperature, water",NA,"deg C",9.4,"Jan"
"21NC03WQ","J1330000",2016-02-09,NA,"Phosphorus","Total","mg/l",0.04,"Feb"
"21NC03WQ","J1330000",2016-02-09,NA,"Temperature, water",NA,"deg C",10.2,"Feb"
"21NC03WQ","J1330000",2016-03-09,NA,"Phosphorus","Total","mg/l",0.06,"Mar"
"21NC03WQ","J1330000",2016-03-09,NA,"Temperature, water",NA,"deg C",17.4,"Mar"
"21NC03WQ","J1330000",2016-04-13,NA,"Phosphorus","Total","mg/l",0.13,"Apr"
"21NC03WQ","J1330000",2016-04-13,NA,"Temperature, water",NA,"deg C",17.6,"Apr"
"21NC03WQ","J1330000",2016-05-12,NA,"Phosphorus","Total","mg/l",0.08,"May"
"21NC03WQ","J1330000",2016-05-12,NA,"Temperature, water",NA,"deg C",21.3,"May"
"21NC03WQ","J1330000",2016-06-14,NA,"Phosphorus","Total","mg/l",0.06,"Jun"
"21NC03WQ","J1330000",2016-06-14,NA,"Temperature, water",NA,"deg C",24.3,"Jun"
"21NC03WQ","J1330000",2016-07-12,NA,"Phosphorus","Total","mg/l",0.07,"Jul"
"21NC03WQ","J1330000",2016-07-12,NA,"Temperature, water",NA,"deg C",25.7,"Jul"
"21NC03WQ","J1330000",2016-08-11,NA,"Phosphorus","Total","mg/l",0.08,"Aug"
"21NC03WQ","J1330000",2016-08-11,NA,"Temperature, water",NA,"deg C",26,"Aug"
"21NC03WQ","J1330000",2016-09-08,NA,"Phosphorus","Total","mg/l",0.15,"Sep"
"21NC03WQ","J1330000",2016-09-08,NA,"Temperature, water",NA,"deg C",25.9,"Sep"
"21NC03WQ","J1330000",2016-10-11,NA,"Phosphorus","Total","mg/l",0.18,"Oct"
"21NC03WQ","J1330000",2016-10-11,NA,"Temperature, water",NA,"deg C",16.9,"Oct"
"21NC03WQ","J1330000",2016-11-08,NA,"Phosphorus","Total","mg/l",0.08,"Nov"
"21NC03WQ","J1330000",2016-11-08,NA,"Temperature, water",NA,"deg C",15.5,"Nov"
"21NC03WQ","J1330000",2016-12-14,NA,"Phosphorus","Total","mg/l",0.1,"Dec"
"21NC03WQ","J1330000",2016-12-14,NA,"Temperature, water",NA,"deg C",13.3,"Dec"
"21NC03WQ","J1330000",2017-01-25,NA,"Phosphorus","Total","mg/l",0.4,"Jan"
"21NC03WQ","J1330000",2017-01-25,NA,"Temperature, water",NA,"deg C",12.2,"Jan"
"21NC03WQ","J1330000",2017-02-13,NA,"Phosphorus","Total","mg/l",0.06,"Feb"
"21NC03WQ","J1330000",2017-02-13,NA,"Temperature, water",NA,"deg C",12.8,"Feb"
"21NC03WQ","J1330000",2017-03-07,NA,"Phosphorus","Total","mg/l",0.07,"Mar"
"21NC03WQ","J1330000",2017-03-07,NA,"Temperature, water",NA,"deg C",15.1,"Mar"
"21NC03WQ","J1330000",2017-04-19,NA,"Phosphorus","Total","mg/l",0.12,"Apr"
"21NC03WQ","J1330000",2017-04-19,NA,"Temperature, water",NA,"deg C",18.1,"Apr"
"21NC03WQ","J1330000",2017-05-30,NA,"Phosphorus","Total","mg/l",0.09,"May"
"21NC03WQ","J1330000",2017-05-30,NA,"Temperature, water",NA,"deg C",22.7,"May"
"21NC03WQ","J1330000",2017-06-28,NA,"Phosphorus","Total","mg/l",0.09,"Jun"
"21NC03WQ","J1330000",2017-07-31,NA,"Phosphorus","Total","mg/l",0.12,"Jul"
"21NC03WQ","J1330000",2017-07-31,NA,"Temperature, water",NA,"deg C",22.5,"Jul"
"21NC03WQ","J1330000",2017-08-31,NA,"Phosphorus","Total","mg/l",0.12,"Aug"
"21NC03WQ","J1330000",2017-08-31,NA,"Temperature, water",NA,"deg C",24.3,"Aug"
"21NC03WQ","J1330000",2017-09-28,NA,"Phosphorus","Total","mg/l",0.11,"Sep"
"21NC03WQ","J1330000",2017-09-28,NA,"Temperature, water",NA,"deg C",23.7,"Sep"
"21NC03WQ","J1330000",2017-10-26,NA,"Phosphorus","Total","mg/l",0.08,"Oct"
"21NC03WQ","J1330000",2017-10-26,NA,"Temperature, water",NA,"deg C",16.9,"Oct"
"21NC03WQ","J1330000",2017-11-21,NA,"Phosphorus","Total","mg/l",0.05,"Nov"
"21NC03WQ","J1330000",2017-11-21,NA,"Temperature, water",NA,"deg C",13.3,"Nov"
"21NC03WQ","J1330000",2017-12-13,NA,"Phosphorus","Total","mg/l",0.05,"Dec"
"21NC03WQ","J1330000",2017-12-13,NA,"Temperature, water",NA,"deg C",9.4,"Dec"
"21NC03WQ","J1330000",2018-01-25,NA,"Phosphorus","Total","mg/l",0.1,"Jan"
"21NC03WQ","J1330000",2018-02-15,NA,"Phosphorus","Total","mg/l",0.05,"Feb"
"21NC03WQ","J1330000",2018-02-20,NA,"Temperature, water",NA,"deg C",9.9,"Feb"
"21NC03WQ","J1330000",2018-03-19,NA,"Phosphorus","Total","mg/l",0.04,"Mar"
"21NC03WQ","J1330000",2018-03-19,NA,"Temperature, water",NA,"deg C",14.85,"Mar"
"21NC03WQ","J1330000",2018-04-18,NA,"Temperature, water",NA,"deg C",16.3,"Apr"
"21NC03WQ","J1330000",2018-06-04,NA,"Phosphorus","Total","mg/l",0.07,"Jun"
"21NC03WQ","J1330000",2018-06-04,NA,"Temperature, water",NA,"deg C",25.2,"Jun"
"21NC03WQ","J1330000",2018-06-27,NA,"Phosphorus","Total","mg/l",0.1,"Jun"
"21NC03WQ","J1330000",2018-06-27,NA,"Temperature, water",NA,"deg C",24.1,"Jun"
"21NC03WQ","J1330000",2018-07-26,NA,"Phosphorus","Total","mg/l",0.1,"Jul"
"21NC03WQ","J1330000",2018-07-26,NA,"Temperature, water",NA,"deg C",27.2,"Jul"
"21NC03WQ","J1330000",2018-08-16,NA,"Phosphorus","Total","mg/l",0.08,"Aug"
"21NC03WQ","J1330000",2018-08-16,NA,"Temperature, water",NA,"deg C",27.1,"Aug"
"21NC03WQ","J1330000",2018-10-25,NA,"Phosphorus","Total","mg/l",0.06,"Oct"
"21NC03WQ","J1330000",2018-10-25,NA,"Temperature, water",NA,"deg C",14.8,"Oct"
"21NC03WQ","J1330000",2018-11-19,NA,"Phosphorus","Total","mg/l",0.06,"Nov"
"21NC03WQ","J1330000",2018-11-19,NA,"Temperature, water",NA,"deg C",13.3,"Nov"
"21NC03WQ","J1330000",2018-12-17,NA,"Phosphorus","Total","mg/l",0.06,"Dec"
"21NC03WQ","J1330000",2018-12-17,NA,"Temperature, water",NA,"deg C",11.3,"Dec"
"USGS","0208675009",2016-10-08,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1.35,"Oct"
"USGS","0208675009",2016-10-08,"Storm","Phosphorus","Total","mg/l as P",0.2865,"Oct"
"USGS","0208675009",2016-10-08,"Storm","Temperature, water",NA,"deg C",20.15,"Oct"
"USGS","0208675009",2016-12-06,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",0.64,"Dec"
"USGS","0208675009",2016-12-06,"Storm","Phosphorus","Total","mg/l as P",0.099,"Dec"
"USGS","0208675009",2016-12-06,"Storm","Temperature, water",NA,"deg C",10.4,"Dec"
"USGS","0208675009",2017-01-02,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1.1,"Jan"
"USGS","0208675009",2017-01-02,"Routine sample","Phosphorus","Total","mg/l as P",0.213,"Jan"
"USGS","0208675009",2017-01-23,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1.7,"Jan"
"USGS","0208675009",2017-01-23,"Storm","Phosphorus","Total","mg/l as P",0.371,"Jan"
"USGS","0208675009",2017-02-09,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",0.95,"Feb"
"USGS","0208675009",2017-02-09,"Storm","Phosphorus","Total","mg/l as P",0.159,"Feb"
"USGS","0208675009",2017-03-01,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",2.2,"Mar"
"USGS","0208675009",2017-03-01,"Storm","Phosphorus","Total","mg/l as P",0.516,"Mar"
"USGS","0208675009",2017-03-14,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1,"Mar"
"USGS","0208675009",2017-03-14,"Storm","Phosphorus","Total","mg/l as P",0.157,"Mar"
"USGS","0208675009",2017-04-25,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1.2,"Apr"
"USGS","0208675009",2017-04-25,"Storm","Phosphorus","Total","mg/l as P",0.282,"Apr"
"USGS","0208675009",2017-05-05,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",2.2,"May"
"USGS","0208675009",2017-05-05,"Storm","Phosphorus","Total","mg/l as P",0.74,"May"
"USGS","0208675009",2017-05-24,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1.1,"May"
"USGS","0208675009",2017-05-24,"Storm","Phosphorus","Total","mg/l as P",0.215,"May"
"USGS","0208675009",2017-05-25,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1.4,"May"
"USGS","0208675009",2017-05-25,"Storm","Phosphorus","Total","mg/l as P",0.413,"May"
"USGS","0208675009",2017-06-05,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1.2,"Jun"
"USGS","0208675009",2017-06-05,"Storm","Phosphorus","Total","mg/l as P",0.276,"Jun"
"USGS","0208675009",2017-06-17,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1.8,"Jun"
"USGS","0208675009",2017-06-17,"Storm","Phosphorus","Total","mg/l as P",0.46,"Jun"
"USGS","0208675009",2017-06-20,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1.3,"Jun"
"USGS","0208675009",2017-06-20,"Storm","Phosphorus","Total","mg/l as P",0.263,"Jun"
"USGS","0208675009",2017-06-26,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",0.76,"Jun"
"USGS","0208675009",2017-06-26,"Routine sample","Phosphorus","Total","mg/l as P",0.092,"Jun"
"USGS","0208675009",2017-07-08,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1.2,"Jul"
"USGS","0208675009",2017-07-08,"Storm","Phosphorus","Total","mg/l as P",0.173,"Jul"
"USGS","0208675009",2017-08-13,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1.4,"Aug"
"USGS","0208675009",2017-08-13,"Storm","Phosphorus","Total","mg/l as P",0.27,"Aug"
"USGS","0208675009",2017-09-01,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1.8,"Sep"
"USGS","0208675009",2017-09-01,"Storm","Phosphorus","Total","mg/l as P",0.437,"Sep"
"USGS","0208675009",2017-10-11,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1.3,"Oct"
"USGS","0208675009",2017-10-11,"Storm","Phosphorus","Total","mg/l as P",0.236,"Oct"
"USGS","0208675009",2017-10-23,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",2.3,"Oct"
"USGS","0208675009",2017-10-23,"Storm","Phosphorus","Total","mg/l as P",0.554,"Oct"
"USGS","0208675009",2017-11-13,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1.3,"Nov"
"USGS","0208675009",2017-11-13,"Storm","Phosphorus","Total","mg/l as P",0.371,"Nov"
"USGS","0208675009",2017-12-08,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1.1,"Dec"
"USGS","0208675009",2017-12-08,"Storm","Phosphorus","Total","mg/l as P",0.274,"Dec"
"USGS","0208675009",2017-12-21,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",0.48,"Dec"
"USGS","0208675009",2017-12-21,"Routine sample","Phosphorus","Total","mg/l as P",0.092,"Dec"
"USGS","0208675009",2018-01-12,"Storm","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1.3,"Jan"
"USGS","0208675009",2018-01-12,"Storm","Phosphorus","Total","mg/l as P",0.254,"Jan"
"USGS","0208675010",2011-07-20,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",0.37,"Jul"
"USGS","0208675010",2011-07-20,"Routine sample","Phosphorus","Total","mg/l as P",0.039,"Jul"
"USGS","0208675010",2011-07-20,"Routine sample","Temperature, water",NA,"deg C",27.6,"Jul"
"USGS","0208675010",2011-09-02,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",0.44,"Sep"
"USGS","0208675010",2011-09-02,"Routine sample","Phosphorus","Total","mg/l as P",0.056,"Sep"
"USGS","0208675010",2011-09-02,"Routine sample","Temperature, water",NA,"deg C",25.8,"Sep"
"USGS","0208675010",2011-09-28,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",0.77,"Sep"
"USGS","0208675010",2011-09-28,"Routine sample","Phosphorus","Total","mg/l as P",0.128,"Sep"
"USGS","0208675010",2011-09-28,"Routine sample","Temperature, water",NA,"deg C",23.6,"Sep"
"USGS","0208675010",2011-10-26,"Routine sample","Phosphorus","Total","mg/l as P",0.046,"Oct"
"USGS","0208675010",2011-10-26,"Routine sample","Temperature, water",NA,"deg C",14.2,"Oct"
"USGS","0208675010",2011-11-28,"Routine sample","Phosphorus","Total","mg/l as P",0.057,"Nov"
"USGS","0208675010",2011-11-28,"Routine sample","Temperature, water",NA,"deg C",13.6,"Nov"
"USGS","0208675010",2011-12-29,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",0.71,"Dec"
"USGS","0208675010",2011-12-29,"Routine sample","Phosphorus","Total","mg/l as P",0.092,"Dec"
"USGS","0208675010",2011-12-29,"Routine sample","Temperature, water",NA,"deg C",7.1,"Dec"
"USGS","0208675010",2012-01-30,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",0.53,"Jan"
"USGS","0208675010",2012-01-30,"Routine sample","Phosphorus","Total","mg/l as P",0.059,"Jan"
"USGS","0208675010",2012-01-30,"Routine sample","Temperature, water",NA,"deg C",7.4,"Jan"
"USGS","0208675010",2012-02-23,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",0.77,"Feb"
"USGS","0208675010",2012-02-23,"Routine sample","Phosphorus","Total","mg/l as P",0.072,"Feb"
"USGS","0208675010",2012-02-23,"Routine sample","Temperature, water",NA,"deg C",10.8,"Feb"
"USGS","0208675010",2012-03-30,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",0.6,"Mar"
"USGS","0208675010",2012-03-30,"Routine sample","Phosphorus","Total","mg/l as P",0.061,"Mar"
"USGS","0208675010",2012-03-30,"Routine sample","Temperature, water",NA,"deg C",17.7,"Mar"
"USGS","0208675010",2012-04-25,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",0.76,"Apr"
"USGS","0208675010",2012-04-25,"Routine sample","Phosphorus","Total","mg/l as P",0.076,"Apr"
"USGS","0208675010",2012-04-25,"Routine sample","Temperature, water",NA,"deg C",14.3,"Apr"
"USGS","0208675010",2012-05-30,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",0.63,"May"
"USGS","0208675010",2012-05-30,"Routine sample","Phosphorus","Total","mg/l as P",0.096,"May"
"USGS","0208675010",2012-05-30,"Routine sample","Temperature, water",NA,"deg C",24.7,"May"
"USGS","0208675010",2012-06-29,"Routine sample","Phosphorus","Total","mg/l as P",0.074,"Jun"
"USGS","0208675010",2012-06-29,"Routine sample","Temperature, water",NA,"deg C",29.1,"Jun"
"USGS","02086849",1982-11-17,"Routine sample","Nitrate","Total","mg/l as N",0.49,"Nov"
"USGS","02086849",1982-11-17,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","mg/l",25,"Nov"
"USGS","02086849",1982-11-17,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",26,"Nov"
"USGS","02086849",1982-11-17,"Routine sample","Phosphorus","Dissolved","mg/l as P",2.5,"Nov"
"USGS","02086849",1982-11-17,"Routine sample","Phosphorus","Total","mg/l as P",2.8,"Nov"
"USGS","02086849",1982-11-17,"Routine sample","Temperature, water",NA,"deg C",9.5,"Nov"
"USGS","02086849",1982-12-16,"Routine sample","Nitrate","Total","mg/l as N",0.523333333333333,"Dec"
"USGS","02086849",1982-12-16,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","mg/l",2,"Dec"
"USGS","02086849",1982-12-16,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",3.03333333333333,"Dec"
"USGS","02086849",1982-12-16,"Routine sample","Phosphorus","Dissolved","mg/l as P",0.18,"Dec"
"USGS","02086849",1982-12-16,"Routine sample","Phosphorus","Total","mg/l as P",0.633333333333333,"Dec"
"USGS","02086849",1982-12-16,"Routine sample","Temperature, water",NA,"deg C",12,"Dec"
"USGS","02086849",1983-02-22,"Routine sample","Nitrate","Total","mg/l as N",0.52,"Feb"
"USGS","02086849",1983-02-22,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",14,"Feb"
"USGS","02086849",1983-02-22,"Routine sample","Phosphorus","Total","mg/l as P",17,"Feb"
"USGS","02086849",1983-02-22,"Routine sample","Temperature, water",NA,"deg C",8.5,"Feb"
"USGS","02086849",1983-03-18,"Routine sample","Nitrate","Total","mg/l as N",0.345,"Mar"
"USGS","02086849",1983-03-18,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","mg/l",0.79,"Mar"
"USGS","02086849",1983-03-18,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1.5,"Mar"
"USGS","02086849",1983-03-18,"Routine sample","Phosphorus","Dissolved","mg/l as P",0.07,"Mar"
"USGS","02086849",1983-03-18,"Routine sample","Phosphorus","Total","mg/l as P",0.23,"Mar"
"USGS","02086849",1983-03-18,"Routine sample","Temperature, water",NA,"deg C",11.75,"Mar"
"USGS","02086849",1983-05-09,"Routine sample","Nitrate","Total","mg/l as N",2.1,"May"
"USGS","02086849",1983-05-09,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","mg/l",15,"May"
"USGS","02086849",1983-05-09,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",17,"May"
"USGS","02086849",1983-05-09,"Routine sample","Phosphorus","Dissolved","mg/l as P",2.8,"May"
"USGS","02086849",1983-05-09,"Routine sample","Phosphorus","Total","mg/l as P",6.4,"May"
"USGS","02086849",1983-05-09,"Routine sample","Temperature, water",NA,"deg C",16.5,"May"
"USGS","02086849",1983-08-01,"Routine sample","Nitrate","Total","mg/l as N",17.6,"Aug"
"USGS","02086849",1983-08-01,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",22,"Aug"
"USGS","02086849",1983-08-01,"Routine sample","Phosphorus","Total","mg/l as P",5.9,"Aug"
"USGS","02086849",1983-08-01,"Routine sample","Temperature, water",NA,"deg C",27,"Aug"
