"OrganizationIdentifier","ActivityStartDate","ActivityStartTime/Time","ActivityEndDate","ActivityEndTime/Time","MonitoringLocationIdentifier","HydrologicEvent","HydrologicCondition","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultStatusIdentifier","ResultValueTypeName"
"21NC01WQ","10/26/84",11:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","2.2","Final","Actual"
"21NC01WQ","11/28/90",12:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.18","Final","Actual"
"21NC01WQ","7/20/83",11:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","8.8","Final","Actual"
"21NC01WQ","2/21/90",10:50:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.01","Final","Actual"
"21NC01WQ","10/24/91",09:35:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.11","Final","Actual"
"21NC01WQ","2/20/86",11:05:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","11","Final","Actual"
"21NC01WQ","2/28/74",12:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","18","Final","Actual"
"21NC01WQ","4/29/76",16:50:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","19","Final","Actual"
"21NC01WQ","9/25/74",11:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","33","Final","Actual"
"21NC01WQ","12/15/83",11:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","5.2","Final","Actual"
"21NC01WQ","10/24/86",11:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance","Total","422","Final","Actual"
"21NC01WQ","8/25/75",10:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","11","Final","Actual"
"21NC01WQ","2/22/77",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","9.2","Final","Actual"
"21NC01WQ","11/25/91",13:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","6.7","Final","Actual"
"21NC01WQ","10/13/83",11:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","9.4","Final","Actual"
"21NC01WQ","5/16/91",11:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","1.8","Final","Actual"
"21NC01WQ","1/21/75",12:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","48","Final","Actual"
"21NC01WQ","11/28/95",14:15:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.3","Final","Actual"
"21NC01WQ","8/10/76",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","6.1","Final","Actual"
"21NC01WQ","3/6/75",15:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","6.9","Final","Actual"
"21NC01WQ","3/12/75",14:55:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.1","Final","Actual"
"21NC01WQ","2/18/92",12:35:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","6.35","Final","Actual"
"21NC01WQ","4/28/93",15:55:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.2","Final","Actual"
"21NC01WQ","4/12/78",11:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","6.7","Final","Actual"
"21NC01WQ","12/7/77",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.1","Final","Actual"
"21NC01WQ","1/18/96",14:50:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","6.9","Final","Actual"
"21NC01WQ","2/17/93",16:03:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7","Final","Actual"
"21NC01WQ","8/7/79",13:10:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.5","Final","Actual"
"21NC01WQ","2/14/95",15:15:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.7","Final","Actual"
"21NC01WQ","2/22/94",15:15:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.3","Final","Actual"
"21NC01WQ","12/3/79",11:25:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.7","Final","Actual"
"21NC01WQ","8/16/78",11:55:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","6.3","Final","Actual"
"21NC01WQ","7/12/77",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.2","Final","Actual"
"21NC01WQ","8/12/93",11:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.2","Final","Actual"
"21NC01WQ","3/17/94",14:50:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.2","Final","Actual"
"21NC01WQ","3/23/95",15:14:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.28","Final","Actual"
"21NC01WQ","8/12/93",11:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.1","Final","Actual"
"21NC01WQ","8/23/94",14:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.2","Final","Actual"
"21NC01WQ","9/30/76",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","6.9","Final","Actual"
"21NC01WQ","5/19/94",15:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.3","Final","Actual"
"21NC01WQ","10/10/79",11:50:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.5","Final","Actual"
"21NC01WQ","11/19/80",14:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.5","Final","Actual"
"21NC01WQ","4/18/79",12:36:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.5","Final","Actual"
"21NC01WQ","7/16/96",14:10:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.1","Final","Actual"
"21NC01WQ","6/23/93",15:05:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.3","Final","Actual"
"21NC01WQ","9/17/79",12:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.3","Final","Actual"
"21NC01WQ","3/28/78",14:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","6.5","Final","Actual"
"21NC01WQ","3/28/78",12:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","6.7","Final","Actual"
"21NC01WQ","1/24/95",11:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.1","Final","Actual"
"21NC01WQ","9/15/93",15:15:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.4","Final","Actual"
"21NC01WQ","7/26/93",13:39:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.1","Final","Actual"
"21NC01WQ","12/10/80",18:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.2","Final","Actual"
"21NC01WQ","11/16/81",14:25:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Temperature, water",NA,"57.2","Final","Calculated"
"21NC01WQ","10/22/81",12:10:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","7.3","Final","Actual"
"21NC01WQ","2/18/82",13:35:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","4.2","Final","Actual"
"21NC01WQ","3/16/81",14:15:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance",NA,"500","Final","Actual"
"21NC01WQ","3/16/81",14:15:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","73","Final","Actual"
"21NC01WQ","7/23/86",10:40:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Temperature, water",NA,"24","Final","Actual"
"21NC01WQ","8/25/86",10:10:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","5.1","Final","Actual"
"21NC01WQ","4/22/82",11:40:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","4.5","Final","Actual"
"21NC01WQ","4/22/82",11:40:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Total volatile solids","Non-filterable","10","Final","Actual"
"21NC01WQ","5/18/82",12:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","3","Final","Actual"
"21NC01WQ","7/20/83",11:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","3.7","Final","Actual"
"21NC01WQ","10/13/80",14:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","48","Final","Calculated"
"21NC01WQ","10/13/80",14:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Temperature, water",NA,"16","Final","Actual"
"21NC01WQ","10/13/80",14:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance",NA,"215","Final","Actual"
"21NC01WQ","3/4/82",13:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","6.32","Final","Actual"
"21NC01WQ","3/4/82",13:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","2.4","Final","Actual"
"21NC01WQ","6/11/82",11:10:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","6.4","Final","Actual"
"21NC01WQ","4/22/82",11:40:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Flow",NA,"22","Final","Actual"
"21NC01WQ","6/11/82",11:10:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Total volatile solids","Non-filterable","21","Final","Actual"
"21NC01WQ","8/3/83",11:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","11","Final","Actual"
"21NC01WQ","1/28/82",10:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Total volatile solids","Total","71","Final","Actual"
"21NC01WQ","2/18/82",13:35:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Flow",NA,"90","Final","Actual"
"21NC01WQ","10/22/81",12:10:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.83","Final","Actual"
"21NC01WQ","2/18/82",13:35:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","2.5","Final","Actual"
"21NC01WQ","11/16/81",14:25:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","6.8","Final","Actual"
"21NC01WQ","9/20/83",11:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","6.9","Final","Actual"
"21NC01WQ","11/16/81",14:25:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","11","Final","Actual"
"21NC01WQ","8/18/81",10:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","25","Final","Actual"
"21NC01WQ","9/20/83",11:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","11","Final","Actual"
"21NC01WQ","5/25/84",10:55:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Flow",NA,"10","Final","Actual"
"21NC01WQ","6/20/84",12:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","4.8","Final","Actual"
"21NC01WQ","5/25/84",10:55:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","3.1","Final","Actual"
"21NC01WQ","10/14/82",11:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance","Total","130","Final","Actual"
"21NC01WQ","10/14/82",11:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","75.5","Final","Calculated"
"21NC01WQ","4/11/84",10:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.2","Final","Actual"
"21NC01WQ","1/20/81",11:07:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","3.5","Final","Actual"
"21NC01WQ","6/20/84",12:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","7","Final","Actual"
"21NC01WQ","11/4/82",11:55:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Flow",NA,"6","Final","Actual"
"21NC01WQ","11/4/82",11:55:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","3.1","Final","Actual"
"21NC01WQ","5/25/84",10:55:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Temperature, water",NA,"69.8","Final","Calculated"
"21NC01WQ","4/11/84",10:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","9.8","Final","Actual"
"21NC01WQ","11/4/82",11:55:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Total volatile solids","Non-filterable","3","Final","Actual"
"21NC01WQ","1/20/81",11:07:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Temperature, water",NA,"6","Final","Actual"
"21NC01WQ","1/20/81",11:07:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance",NA,"386","Final","Actual"
"21NC01WQ","9/22/80",13:10:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Total volatile solids","Non-filterable","9","Final","Actual"
"21NC01WQ","9/22/80",13:10:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance",NA,"185","Final","Actual"
"21NC01WQ","5/13/80",13:10:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Flow",NA,"9","Final","Actual"
"21NC01WQ","9/22/80",13:10:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","5.6","Final","Actual"
"21NC01WQ","5/13/80",13:10:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","59","Final","Actual"
"21NC01WQ","12/8/81",14:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.52","Final","Actual"
"21NC01WQ","12/8/81",14:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","8.6","Final","Actual"
"21NC01WQ","12/8/81",14:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance","Total","491","Final","Actual"
"21NC01WQ","4/8/80",12:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","61","Final","Actual"
"21NC01WQ","4/12/78",11:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","120","Final","Actual"
"21NC01WQ","7/12/77",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","12","Final","Actual"
"21NC01WQ","9/22/75",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","3.4","Final","Actual"
"21NC01WQ","9/22/75",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","36","Final","Actual"
"21NC01WQ","4/7/75",16:50:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","6.5","Final","Actual"
"21NC01WQ","8/16/77",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","93","Final","Actual"
"21NC01WQ","9/14/77",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Temperature, water",NA,"23","Final","Actual"
"21NC01WQ","5/27/81",11:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","6.4","Final","Actual"
"21NC01WQ","5/27/81",11:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","13","Final","Actual"
"21NC01WQ","4/4/83",10:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","1","Final","Actual"
"21NC01WQ","4/4/83",10:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.81","Final","Actual"
"21NC01WQ","7/20/76",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance",NA,"140","Final","Actual"
"21NC01WQ","7/12/78",11:55:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Temperature, water",NA,"22","Final","Actual"
"21NC01WQ","7/12/78",11:55:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Turbidity","Total","5","Final","Actual"
"21NC01WQ","4/5/83",10:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Flow",NA,"25","Final","Actual"
"21NC01WQ","9/15/82",10:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","2.9","Final","Actual"
"21NC01WQ","5/5/79",10:05:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.2","Final","Actual"
"21NC01WQ","8/26/80",13:10:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Flow",NA,"13","Final","Actual"
"21NC01WQ","8/26/80",13:10:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","5.2","Final","Actual"
"21NC01WQ","6/17/80",12:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","5.6","Final","Actual"
"21NC01WQ","2/11/81",15:25:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance",NA,"113","Final","Actual"
"21NC01WQ","8/10/76",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Temperature, water",NA,"84.2","Final","Calculated"
"21NC01WQ","8/10/76",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Temperature, water",NA,"29","Final","Actual"
"21NC01WQ","8/10/76",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Salinity",NA,"0","Final","Calculated"
"21NC01WQ","11/23/76",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Temperature, water",NA,"7","Final","Actual"
"21NC01WQ","11/23/76",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","18","Final","Actual"
"21NC01WQ","12/1/76",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Salinity",NA,"0","Final","Calculated"
"21NC01WQ","5/10/83",11:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","12","Final","Actual"
"21NC01WQ","9/15/82",10:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Temperature, water",NA,"73.4","Final","Calculated"
"21NC01WQ","5/25/78",13:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","66.7","Final","Calculated"
"21NC01WQ","5/25/78",13:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Temperature, water",NA,"77","Final","Calculated"
"21NC01WQ","5/5/79",10:05:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Temperature, water",NA,"19","Final","Actual"
"21NC01WQ","12/10/80",18:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Turbidity","Total","30","Final","Actual"
"21NC01WQ","6/17/80",12:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Turbidity","Total","20","Final","Actual"
"21NC01WQ","6/21/78",11:40:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","10","Final","Actual"
"21NC01WQ","2/13/79",13:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance",NA,"320","Final","Actual"
"21NC01WQ","12/11/78",16:50:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance",NA,"230","Final","Actual"
"21NC01WQ","3/28/78",12:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","10.5","Final","Actual"
"21NC01WQ","8/10/76",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","7.8","Final","Actual"
"21NC01WQ","1/24/79",12:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","6.8","Final","Actual"
"21NC01WQ","1/24/79",12:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","98.4","Final","Calculated"
"21NC01WQ","8/16/77",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","3.1","Final","Actual"
"21NC01WQ","12/1/76",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Turbidity","Total","20","Final","Actual"
"21NC01WQ","5/10/83",11:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","4.8","Final","Actual"
"21NC01WQ","5/10/83",11:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","12","Final","Actual"
"21NC01WQ","7/12/82",12:35:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Temperature, water",NA,"25","Final","Actual"
"21NC01WQ","7/12/82",12:35:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Temperature, water",NA,"77","Final","Calculated"
"21NC01WQ","5/25/78",13:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","119","Final","Actual"
"21NC01WQ","5/5/79",10:05:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.33","Final","Actual"
"21NC01WQ","12/10/80",18:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","1.9","Final","Actual"
"21NC01WQ","6/17/80",12:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance",NA,"110","Final","Actual"
"21NC01WQ","3/28/80",12:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Temperature, water",NA,"15","Final","Actual"
"21NC01WQ","3/28/78",12:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","45","Final","Actual"
"21NC01WQ","12/11/78",16:50:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","8.3","Final","Actual"
"21NC01WQ","9/17/79",12:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","3.8","Final","Actual"
"21NC01WQ","9/17/79",12:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","3.3","Final","Actual"
"21NC01WQ","3/28/78",12:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Turbidity","Total","100","Final","Actual"
"21NC01WQ","8/10/76",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","4.8","Final","Actual"
"21NC01WQ","1/24/79",12:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","20","Final","Actual"
"21NC01WQ","2/22/77",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","22","Final","Actual"
"21NC01WQ","3/10/77",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","0.1","Final","Actual"
"21NC01WQ","12/8/81",14:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","13","Final","Actual"
"21NC01WQ","12/8/81",14:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","9","Final","Actual"
"21NC01WQ","6/22/81",14:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","25","Final","Actual"
"21NC01WQ","6/22/81",14:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.1","Final","Actual"
"21NC01WQ","7/12/82",12:35:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","1.5","Final","Actual"
"21NC01WQ","3/17/75",14:25:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","65","Final","Actual"
"21NC01WQ","4/8/80",12:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Temperature, water",NA,"60.8","Final","Calculated"
"21NC01WQ","3/28/78",14:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","20","Final","Actual"
"21NC01WQ","9/30/76",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","4.7","Final","Actual"
"21NC01WQ","6/22/81",14:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Turbidity","Total","10","Final","Actual"
"21NC01WQ","7/12/82",12:35:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","9.3","Final","Actual"
"21NC01WQ","11/27/79",10:15:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","2.6","Final","Actual"
"21NC01WQ","4/18/79",12:36:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","87","Final","Actual"
"21NC01WQ","3/28/80",12:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.2","Final","Actual"
"21NC01WQ","3/28/80",12:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.76","Final","Actual"
"21NC01WQ","1/15/80",13:10:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance",NA,"300","Final","Actual"
"21NC01WQ","12/3/79",11:25:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Temperature, water",NA,"42.8","Final","Calculated"
"21NC01WQ","6/2/83",10:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Flow",NA,"11","Final","Actual"
"21NC01WQ","10/10/79",11:50:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","76.5","Final","Calculated"
"21NC01WQ","4/13/81",13:10:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","73.2","Final","Calculated"
"21NC01WQ","3/25/75",13:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.1","Final","Actual"
"21NC01WQ","2/21/78",12:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","78.4","Final","Calculated"
"21NC01WQ","2/21/78",12:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Salinity",NA,"0","Final","Calculated"
"21NC01WQ","2/21/78",12:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","9.8","Final","Actual"
"21NC01WQ","2/21/78",12:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Temperature, water",NA,"6","Final","Actual"
"21NC01WQ","5/10/83",11:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7","Final","Actual"
