"OrganizationIdentifier","ActivityStartDate","ActivityStartTime.Time","MonitoringLocationIdentifier","HydrologicEvent","HydrologicCondition","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","ResultStatusIdentifier","ResultValueTypeName"
"21NC01WQ","4/11/85","10:13:00","21NC01WQ-J1330000",NA,NA,"Flow"," ","7","cfs","Final","Actual"
"21NC01WQ","12/10/84","11:30:00","21NC01WQ-J1330000",NA,NA,"Flow"," ","9","cfs","Final","Actual"
"21NC01WQ","9/14/84","10:20:00","21NC01WQ-J1330000",NA,NA,"Flow"," ","21","cfs","Final","Actual"
"21NC01WQ","3/23/95","15:14:00","21NC01WQ-J1330000",NA,NA,"Specific conductance","Total","389","umho/cm","Final","Actual"
"21NC01WQ","3/16/87","9:20:00","21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","91","mg/l","Final","Actual"
"21NC01WQ","8/31/70","14:52:00","21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","47","mg/l","Final","Actual"
"21NC01WQ","3/27/89","13:30:00","21NC01WQ-J1330000",NA,NA,"Flow"," ","44","cfs","Final","Actual"
"21NC01WQ","12/12/85","11:15:00","21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","13","mg/l","Final","Actual"
"21NC01WQ","7/20/76","0:00:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","66.7","%","Final","Calculated"
"21NC01WQ","8/28/90","13:45:00","21NC01WQ-J1330000",NA,NA,"Turbidity","Total","9.5","FTU","Final","Actual"
"21NC01WQ","10/24/86","11:00:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","28","%","Final","Calculated"
"21NC01WQ","8/6/91","13:00:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","6.4","mg/l","Final","Actual"
"21NC01WQ","3/16/87","9:20:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","11.2","mg/l","Final","Actual"
"21NC01WQ","12/10/80","18:20:00","21NC01WQ-J1330000",NA,NA,"Specific conductance"," ","221","umho/cm","Final","Actual"
"21NC01WQ","5/23/88","15:55:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","3.5","mg/l","Final","Actual"
"21NC01WQ","3/3/87","10:30:00","21NC01WQ-J1330000",NA,NA,"Turbidity","Total","25","FTU","Final","Actual"
"21NC01WQ","10/18/88","10:25:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","7.2","mg/l","Final","Actual"
"21NC01WQ","5/23/88","15:55:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","41.2","%","Final","Calculated"
"21NC01WQ","1/15/76","11:30:00","21NC01WQ-J1330000",NA,NA,"Turbidity","Total","70","FTU","Final","Actual"
"21NC01WQ","12/21/88","10:00:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","9.3","mg/l","Final","Actual"
"21NC01WQ","11/17/88","16:50:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","7.3","mg/l","Final","Actual"
"21NC01WQ","6/21/76","0:00:00","21NC01WQ-J1330000",NA,NA,"Turbidity","Total","200","FTU","Final","Actual"
"21NC01WQ","10/8/74","14:35:00","21NC01WQ-J1330000",NA,NA,"Turbidity","Total","13","FTU","Final","Actual"
"21NC01WQ","11/19/80","14:45:00","21NC01WQ-J1330000",NA,NA,"Specific conductance"," ","315","umho/cm","Final","Actual"
"21NC01WQ","4/20/90","10:30:00","21NC01WQ-J1330000",NA,NA,"pH","Total","7.25","None","Final","Actual"
"21NC01WQ","2/12/85","11:40:00","21NC01WQ-J1330000",NA,NA,"pH","Total","6.9","None","Final","Actual"
"21NC01WQ","5/26/76","0:00:00","21NC01WQ-J1330000",NA,NA,"Turbidity","Total","20","FTU","Final","Actual"
"21NC01WQ","3/6/75","15:00:00","21NC01WQ-J1330000",NA,NA,"Specific conductance"," ","310","umho/cm","Final","Actual"
"21NC01WQ","3/28/78","12:00:00","21NC01WQ-J1330000",NA,NA,"Specific conductance"," ","170","umho/cm","Final","Actual"
"21NC01WQ","10/14/82","11:20:00","21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.73","mg/l","Final","Actual"
"21NC01WQ","1/13/93","15:07:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","10.4","mg/l","Final","Actual"
"21NC01WQ","10/22/90","12:00:00","21NC01WQ-J1330000",NA,NA,"pH","Total","7.14","None","Final","Actual"
"21NC01WQ","11/3/77","0:00:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","8.4","mg/l","Final","Actual"
"21NC01WQ","12/10/84","11:30:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","9.5","mg/l","Final","Actual"
"21NC01WQ","1/13/86","11:00:00","21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","19","mg/l","Final","Actual"
"21NC01WQ","2/11/81","15:25:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","9","mg/l","Final","Actual"
"21NC01WQ","9/20/83","11:45:00","21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","9.3","mg/l","Final","Actual"
"21NC01WQ","8/3/83","11:30:00","21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","5.4","mg/l","Final","Actual"
"21NC01WQ","12/10/84","11:30:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","76","%","Final","Calculated"
"21NC01WQ","8/23/88","13:30:00","21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","4.2","mg/l","Final","Actual"
"21NC01WQ","12/12/85","11:15:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","8.4","mg/l","Final","Actual"
"21NC01WQ","10/26/89","10:35:00","21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.15","mg/l","Final","Actual"
"21NC01WQ","1/28/82","10:20:00","21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","6.6","mg/l","Final","Actual"
"21NC01WQ","6/11/82","11:10:00","21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.14","mg/l","Final","Actual"
"21NC01WQ","2/23/84","11:30:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","87.9","%","Final","Calculated"
"21NC01WQ","8/3/83","11:30:00","21NC01WQ-J1330000",NA,NA,"pH","Total","6.8","None","Final","Actual"
"21NC01WQ","1/13/86","11:00:00","21NC01WQ-J1330000",NA,NA,"pH","Total","7.2","None","Final","Actual"
"21NC01WQ","6/24/87","15:45:00","21NC01WQ-J1330000",NA,NA,"Specific conductance","Total","320","umho/cm","Final","Actual"
"21NC01WQ","5/12/75","14:20:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","6.4","mg/l","Final","Actual"
"21NC01WQ","8/18/81","10:20:00","21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","16","mg/l","Final","Actual"
"21NC01WQ","9/11/95","14:00:00","21NC01WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.05","mg/l","Final","Actual"
"21NC01WQ","4/22/91","14:10:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","7","mg/l","Final","Actual"
"21NC01WQ","5/16/91","11:20:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","19","mg/l","Final","Actual"
"21NC01WQ","3/28/80","12:45:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","8.5","mg/l","Final","Actual"
"21NC01WQ","3/3/87","10:30:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","11","mg/l","Final","Actual"
"21NC01WQ","4/24/95","16:28:00","21NC01WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.13","mg/l","Final","Actual"
"21NC01WQ","6/21/95","14:05:00","21NC01WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.06","mg/l","Final","Actual"
"21NC01WQ","8/6/91","13:00:00","21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.13","mg/l","Final","Actual"
"21NC01WQ","7/13/79","11:40:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","5.2","mg/l","Final","Actual"
"21NC01WQ","6/28/95","9:45:00","21NC01WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.08","mg/l","Final","Actual"
"21NC01WQ","10/26/89","10:35:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","12","mg/l","Final","Actual"
"21NC01WQ","8/28/90","13:45:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","19","mg/l","Final","Actual"
"21NC01WQ","8/16/78","11:55:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","5.5","mg/l","Final","Actual"
"21NC01WQ","8/11/92","15:07:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","19","mg/l","Final","Actual"
"21NC01WQ","6/22/81","14:00:00","21NC01WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","3.6","mg/l","Final","Actual"
"21NC01WQ","3/19/85","10:30:00","21NC01WQ-J1330000",NA,NA,"Specific conductance","Total","332","umho/cm","Final","Actual"
"21NC01WQ","11/15/89","12:00:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","13","mg/l","Final","Actual"
"21NC01WQ","12/8/81","14:20:00","21NC01WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","5.2","mg/l","Final","Actual"
"21NC01WQ","6/25/96","9:15:00","21NC01WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.17","mg/l","Final","Actual"
"21NC01WQ","7/26/90","9:40:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","20","mg/l","Final","Actual"
"21NC01WQ","7/18/91","13:10:00","21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.11","mg/l","Final","Actual"
"21NC01WQ","12/15/89","10:40:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","3.2","mg/l","Final","Actual"
"21NC01WQ","3/12/75","14:55:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","7.5","mg/l","Final","Actual"
"21NC01WQ","11/13/86","9:30:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","7.3","mg/l","Final","Actual"
"21NC01WQ","9/19/90","11:45:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","1.2","mg/l","Final","Actual"
"21NC01WQ","4/9/96","12:45:00","21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.16","mg/l","Final","Actual"
"21NC01WQ","10/6/77","0:00:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","1.6","mg/l","Final","Actual"
"21NC01WQ","12/8/82","11:17:00","21NC01WQ-J1330000",NA,NA,"Specific conductance","Total","250","umho/cm","Final","Actual"
"21NC01WQ","8/18/81","10:20:00","21NC01WQ-J1330000",NA,NA,"Specific conductance","Total","686","umho/cm","Final","Actual"
"21NC01WQ","4/12/78","11:30:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","6.9","mg/l","Final","Actual"
"21NC01WQ","3/4/82","13:20:00","21NC01WQ-J1330000",NA,NA,"Specific conductance","Total","294","umho/cm","Final","Actual"
"21NC01WQ","4/11/84","10:00:00","21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","2","mg/l","Final","Actual"
"21NC01WQ","9/17/79","12:20:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","6","mg/l","Final","Actual"
"21NC01WQ","1/20/81","11:07:00","21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","13","mg/l","Final","Actual"
"21NC01WQ","2/18/82","13:35:00","21NC01WQ-J1330000",NA,NA,"Specific conductance","Total","185","umho/cm","Final","Actual"
"21NC01WQ","2/28/74","12:30:00","21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.27","mg/l","Final","Actual"
"21NC01WQ","11/23/76","0:00:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","5.7","mg/l","Final","Actual"
"21NC01WQ","7/12/82","12:35:00","21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.43","mg/l","Final","Actual"
"21NC01WQ","8/6/91","13:00:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","0.7","mg/l","Final","Actual"
"21NC01WQ","3/12/92","13:20:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.15","mg/l","Final","Actual"
"21NC01WQ","11/13/86","9:30:00","21NC01WQ-J1330000",NA,NA,"pH","Total","6.7","None","Final","Actual"
"21NC01WQ","11/27/79","10:15:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","8.8","mg/l","Final","Actual"
"21NC01WQ","2/21/78","12:30:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","4.2","mg/l","Final","Actual"
"21NC01WQ","9/19/89","10:50:00","21NC01WQ-J1330000",NA,NA,"pH","Total","7.27","None","Final","Actual"
"21NC01WQ","8/23/88","13:30:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","2.7","mg/l","Final","Actual"
"21NC01WQ","3/20/79","12:30:00","21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","8","mg/l","Final","Actual"
"21NC01WQ","2/28/74","12:30:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","85.7","%","Final","Calculated"
"21NC01WQ","2/28/74","12:30:00","21NC01WQ-J1330000",NA,NA,"pH","Total","7.5","None","Final","Actual"
"21NC01WQ","12/1/76","0:00:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","0.8","mg/l","Final","Actual"
"21NC01WQ","7/25/95","14:30:00","21NC01WQ-J1330000",NA,NA,"Salinity","Total","0","ppth","Final","Actual"
"21NC01WQ","1/10/75","11:45:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","3.2","mg/l","Final","Actual"
"21NC01WQ","10/19/93","15:10:00","21NC01WQ-J1330000",NA,NA,"Salinity","Total","0","ppth","Final","Actual"
"21NC01WQ","10/25/94","11:15:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","1","mg/l","Final","Actual"
"21NC01WQ","6/21/95","14:05:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.5","mg/l","Final","Actual"
"21NC01WQ","12/10/96","15:10:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.4","mg/l","Final","Actual"
"21NC01WQ","12/12/94","15:20:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.7","mg/l","Final","Actual"
"21NC01WQ","12/14/95","14:15:00","21NC01WQ-J1330000",NA,NA,"Turbidity","Total","5.8","FTU","Final","Actual"
"21NC01WQ","12/8/82","11:17:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","3","mg/l","Final","Actual"
"21NC01WQ","11/28/95","14:15:00","21NC01WQ-J1330000",NA,NA,"Turbidity","Total","4","FTU","Final","Actual"
"21NC01WQ","8/18/81","10:20:00","21NC01WQ-J1330000",NA,NA,"pH","Total","7.3","None","Final","Actual"
"21NC01WQ","5/22/95","16:05:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","1","mg/l","Final","Actual"
"21NC01WQ","5/19/94","15:00:00","21NC01WQ-J1330000",NA,NA,"Turbidity","Total","4","FTU","Final","Actual"
"21NC01WQ","9/14/81","10:20:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","8.2","mg/l","Final","Actual"
"21NC01WQ","11/4/82","11:55:00","21NC01WQ-J1330000",NA,NA,"pH","Total","6.8","None","Final","Actual"
"21NC01WQ","3/10/77","0:00:00","21NC01WQ-J1330000",NA,NA,"pH","Total","6.7","None","Final","Actual"
"21NC01WQ","11/20/78","9:45:00","21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","18","mg/l","Final","Actual"
"21NC01WQ","10/13/83","11:00:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","4.5","mg/l","Final","Actual"
"21NC01WQ","7/14/69","11:30:00","21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","46","mg/l","Final","Actual"
"21NC01WQ","8/21/69","13:25:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","4.3","mg/l","Final","Actual"
"21NC01WQ","8/21/69","13:25:00","21NC01WQ-J1330000",NA,NA,"pH","Total","7.1","None","Final","Actual"
"21NC01WQ","8/21/69","13:25:00","21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","95","mg/l","Final","Actual"
"21NC01WQ","12/15/83","11:00:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","1.1","mg/l","Final","Actual"
"21NC01WQ","8/20/84","11:00:00","21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","3.5","mg/l","Final","Actual"
"21NC01WQ","12/16/87","13:55:00","21NC01WQ-J1330000",NA,NA,"pH","Total","6.75","None","Final","Actual"
"21NC01WQ","12/16/87","13:55:00","21NC01WQ-J1330000",NA,NA,"Temperature, water"," ","9","deg C","Final","Actual"
"21NC01WQ","12/16/87","13:55:00","21NC01WQ-J1330000",NA,NA,"Specific conductance","Total","223","umho/cm","Final","Actual"
"21NC01WQ","12/16/87","13:55:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","78.4","%","Final","Calculated"
"21NC01WQ","11/17/83","11:50:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","1.9","mg/l","Final","Actual"
"21NC01WQ","5/13/86","11:10:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","23.4","%","Final","Calculated"
"21NC01WQ","5/13/86","11:10:00","21NC01WQ-J1330000",NA,NA,"Specific conductance","Total","504","umho/cm","Final","Actual"
"21NC01WQ","5/13/86","11:10:00","21NC01WQ-J1330000",NA,NA,"Temperature, water"," ","19","deg C","Final","Actual"
"21NC01WQ","5/5/79","10:05:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","3.9","mg/l","Final","Actual"
"21NC01WQ","5/25/84","10:55:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","3.8","mg/l","Final","Actual"
"21NC01WQ","2/21/78","12:30:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","2","mg/l","Final","Actual"
"21NC01WQ","10/14/82","11:20:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.43","mg/l","Final","Actual"
"21NC01WQ","5/31/77","0:00:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","3.8","mg/l","Final","Actual"
"21NC01WQ","11/23/76","0:00:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","4.7","mg/l","Final","Actual"
"21NC01WQ","3/10/77","0:00:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","1.2","mg/l","Final","Actual"
"21NC01WQ","6/24/87","15:45:00","21NC01WQ-J1330000",NA,NA,"Flow"," ","17","cfs","Final","Actual"
"21NC01WQ","8/23/88","13:30:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","4.5","mg/l","Final","Actual"
"21NC01WQ","5/7/87","9:30:00","21NC01WQ-J1330000",NA,NA,"Flow"," ","12","cfs","Final","Actual"
"21NC01WQ","6/25/90","10:30:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","5.9","mg/l","Final","Actual"
"21NC01WQ","11/18/92","15:10:00","21NC01WQ-J1330000",NA,NA,"Specific conductance","Total","298","umho/cm","Final","Actual"
"21NC01WQ","4/21/77","0:00:00","21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","115","mg/l","Final","Actual"
"21NC01WQ","3/10/77","0:00:00","21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","25","mg/l","Final","Actual"
"21NC01WQ","2/22/77","0:00:00","21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","34","mg/l","Final","Actual"
"21NC01WQ","12/10/86","9:30:00","21NC01WQ-J1330000",NA,NA,"Specific conductance","Total","315","umho/cm","Final","Actual"
"21NC01WQ","9/25/74","11:30:00","21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","85","mg/l","Final","Actual"
"21NC01WQ","10/26/84","11:30:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","14","mg/l","Final","Actual"
"21NC01WQ","9/14/84","10:20:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","1.4","mg/l","Final","Actual"
"21NC01WQ","4/6/89","12:40:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.9","mg/l","Final","Actual"
"21NC01WQ","2/25/88","14:25:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","5.8","mg/l","Final","Actual"
"21NC01WQ","9/15/92","14:42:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","6.6","mg/l","Final","Actual"
"21NC01WQ","4/18/79","12:36:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","5.6","mg/l","Final","Actual"
"21NC01WQ","9/14/81","10:20:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","12","mg/l","Final","Actual"
"21NC01WQ","5/18/93","16:18:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","2.4","mg/l","Final","Actual"
"21NC01WQ","3/20/79","12:30:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","10","mg/l","Final","Actual"
"21NC01WQ","2/13/79","13:00:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","8.3","mg/l","Final","Actual"
"21NC01WQ","9/22/80","13:10:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","6.3","mg/l","Final","Actual"
"21NC01WQ","6/17/80","12:30:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","5.4","mg/l","Final","Actual"
"21NC01WQ","11/4/82","11:55:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","4.2","mg/l","Final","Actual"
"21NC01WQ","1/20/81","11:07:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","3.5","mg/l","Final","Actual"
"21NC01WQ","4/12/78","11:30:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","14","mg/l","Final","Actual"
"21NC01WQ","2/17/93","16:03:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","2.2","mg/l","Final","Actual"
"21NC01WQ","5/13/80","13:10:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","11","mg/l","Final","Actual"
"21NC01WQ","10/10/79","11:50:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","22","mg/l","Final","Actual"
"21NC01WQ","8/16/77","0:00:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","12","mg/l","Final","Actual"
"21NC01WQ","12/7/77","0:00:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","1.5","mg/l","Final","Actual"
"21NC01WQ","3/12/75","14:55:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","14","mg/l","Final","Actual"
"21NC01WQ","8/31/95","11:30:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","0.8","mg/l","Final","Actual"
"21NC01WQ","11/17/93","15:45:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","1.5","mg/l","Final","Actual"
"21NC01WQ","10/14/82","11:20:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","7.8","mg/l","Final","Actual"
"21NC01WQ","4/11/84","10:00:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","4.4","mg/l","Final","Actual"
"21NC01WQ","8/10/76","0:00:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","8","mg/l","Final","Actual"
"21NC01WQ","2/18/92","12:35:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","6.7","mg/l","Final","Actual"
"21NC01WQ","4/13/81","13:10:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","15","mg/l","Final","Actual"
"21NC01WQ","6/25/96","9:15:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","0.5","mg/l","Final","Actual"
"21NC01WQ","5/8/79","14:25:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","9.5","mg/l","Final","Actual"
"21NC01WQ","5/25/78","13:45:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","14","mg/l","Final","Actual"
"21NC01WQ","12/10/80","18:20:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","7.5","mg/l","Final","Actual"
"21NC01WQ","12/8/82","11:17:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","8.3","mg/l","Final","Actual"
"21NC01WQ","1/15/80","13:10:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","17","mg/l","Final","Actual"
"21NC01WQ","11/19/80","14:45:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","4.4","mg/l","Final","Actual"
"21NC01WQ","3/28/78","14:30:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","2.3","mg/l","Final","Actual"
"21NC01WQ","5/10/83","11:30:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","12","mg/l","Final","Actual"
"21NC01WQ","1/24/79","12:00:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","6","mg/l","Final","Actual"
"21NC01WQ","2/4/80","12:50:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","4.1","mg/l","Final","Actual"
"21NC01WQ","2/22/94","15:15:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","1.4","mg/l","Final","Actual"
"21NC01WQ","8/12/93","11:00:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","1","mg/l","Final","Actual"
