"agency","site_no","Date","HydrologicEvent","SampleFraction","Units","Nitrate","Nitrogen","Phosphorus","Temperature","month","agency_cd.x","site_no.x","Discharge.G","D.Approval.Code.G","Gage.Height.G","GH.Approval.Code.G","agency_cd.y","site_no.y","Discharge.C","D.Approval.Code.C","Gage.Height.C","GH.Approval.Code.C"
NA,NA,2012-07-20,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",21.6,"A",1.63,"A","USGS","0208675010",0.04,"A",0.27,"A"
NA,NA,2012-07-21,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15.6,"A",1.57,"A","USGS","0208675010",0.57,"A",0.3,"A"
NA,NA,2012-07-22,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.8,"A",1.63,"A","USGS","0208675010",1.5,"A",0.37,"A"
NA,NA,2012-07-23,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.1,"A",1.54,"A","USGS","0208675010",0.3,"A",0.31,"A"
NA,NA,2012-07-24,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.5,"A",1.55,"A","USGS","0208675010",0.46,"A",0.32,"A"
NA,NA,2012-07-25,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.5,"A",1.51,"A","USGS","0208675010",0.07,"A",0.28,"A"
NA,NA,2012-07-26,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",10.5,"A",1.5,"A","USGS","0208675010",0.1,"A",0.28,"A"
NA,NA,2012-07-27,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.1,"A",1.57,"A","USGS","0208675010",3.46,"A",0.36,"A"
NA,NA,2012-07-28,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",43.7,"A",1.81,"A","USGS","0208675010",8.23,"A",0.49,"A"
NA,NA,2012-07-29,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",61.3,"A",1.94,"A","USGS","0208675010",6.69,"A",0.47,"A"
NA,NA,2012-07-30,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16.7,"A",1.59,"A","USGS","0208675010",0.41,"A",0.32,"A"
NA,NA,2012-07-31,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.6,"A",1.55,"A","USGS","0208675010",0.13,"A",0.29,"A"
NA,NA,2012-08-01,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.2,"A",1.54,"A","USGS","0208675010",0.07,"A",0.28,"A"
NA,NA,2012-08-02,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12.4,"A",1.53,"A","USGS","0208675010",0.04,"A",0.27,"A"
NA,NA,2012-08-03,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12.4,"A",1.53,"A","USGS","0208675010",0.03,"A",0.27,"A"
NA,NA,2012-08-04,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.5,"A",1.51,"A","USGS","0208675010",0.02,"A",0.26,"A"
NA,NA,2012-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.3,"A",1.53,"A","USGS","0208675010",0.06,"A",0.27,"A"
NA,NA,2012-08-06,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12.8,"A",1.53,"A","USGS","0208675010",0.02,"A",0.26,"A"
NA,NA,2012-08-08,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.3,"A",1.62,"A","USGS","0208675010",2,"A",0.38,"A"
NA,NA,2012-08-09,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16,"A",1.58,"A","USGS","0208675010",0.37,"A",0.32,"A"
NA,NA,2012-08-10,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",20.3,"A",1.63,"A","USGS","0208675010",6.02,"A",0.46,"A"
NA,NA,2012-08-11,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",69.3,"A",1.98,"A","USGS","0208675010",23.3,"A",0.59,"A"
NA,NA,2012-08-12,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",26.2,"A",1.69,"A","USGS","0208675010",2.9,"A",0.42,"A"
NA,NA,2012-08-13,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.3,"A",1.56,"A","USGS","0208675010",0.57,"A",0.34,"A"
NA,NA,2012-08-14,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.6,"A",1.55,"A","USGS","0208675010",0.35,"A",0.32,"A"
NA,NA,2012-08-15,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15.4,"A",1.57,"A","USGS","0208675010",0.27,"A",0.31,"A"
NA,NA,2012-08-16,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.1,"A",1.54,"A","USGS","0208675010",0.27,"A",0.31,"A"
NA,NA,2012-08-17,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.6,"A",1.57,"A","USGS","0208675010",0.23,"A",0.3,"A"
NA,NA,2012-08-18,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12.9,"A",1.54,"A","USGS","0208675010",0.2,"A",0.3,"A"
NA,NA,2012-08-19,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",237,"A",2.96,"A","USGS","0208675010",44.8,"A",0.72,"A"
NA,NA,2012-08-20,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",42,"A",1.82,"A","USGS","0208675010",4.5,"A",0.47,"A"
NA,NA,2012-08-21,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",20.3,"A",1.64,"A","USGS","0208675010",0.85,"A",0.36,"A"
NA,NA,2012-08-22,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16.4,"A",1.59,"A","USGS","0208675010",0.64,"A",0.34,"A"
NA,NA,2012-08-23,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.8,"A",1.57,"A","USGS","0208675010",0.3,"A",0.31,"A"
NA,NA,2012-08-24,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.6,"A",1.56,"A","USGS","0208675010",0.16,"A",0.29,"A"
NA,NA,2012-08-25,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",26.6,"A",1.69,"A","USGS","0208675010",2.19,"A",0.39,"A"
NA,NA,2012-08-26,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.4,"A",1.56,"A","USGS","0208675010",0.3,"A",0.31,"A"
NA,NA,2012-08-27,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.4,"A",1.54,"A","USGS","0208675010",0.17,"A",0.3,"A"
NA,NA,2012-08-28,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13,"A",1.54,"A","USGS","0208675010",0.2,"A",0.3,"A"
NA,NA,2012-08-29,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.4,"A",1.55,"A","USGS","0208675010",0.35,"A",0.32,"A"
NA,NA,2012-08-30,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12.5,"A",1.53,"A","USGS","0208675010",0.11,"A",0.29,"A"
NA,NA,2012-08-31,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12,"A",1.53,"A","USGS","0208675010",0.07,"A",0.28,"A"
NA,NA,2012-09-01,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12,"A",1.52,"A","USGS","0208675010",0.05,"A",0.27,"A"
NA,NA,2012-09-02,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12,"A",1.53,"A","USGS","0208675010",0.06,"A",0.27,"A"
NA,NA,2012-09-03,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",223,"A",2.72,"A","USGS","0208675010",58,"A",0.77,"A"
NA,NA,2012-09-04,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",82.9,"A",2.1,"A","USGS","0208675010",8.4,"A",0.52,"A"
NA,NA,2012-09-05,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",21.3,"A",1.65,"A","USGS","0208675010",0.91,"A",0.36,"A"
NA,NA,2012-09-06,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",149,"A",2.38,"A","USGS","0208675010",25.5,"A",0.55,"A"
NA,NA,2012-09-07,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",56.2,"A",1.91,"A","USGS","0208675010",4.96,"A",0.47,"A"
NA,NA,2012-09-08,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",53.9,"A",1.89,"A","USGS","0208675010",17.4,"A",0.51,"A"
NA,NA,2012-09-09,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",55.8,"A",1.91,"A","USGS","0208675010",5.61,"A",0.47,"A"
NA,NA,2012-09-10,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.3,"A",1.61,"A","USGS","0208675010",0.47,"A",0.33,"A"
NA,NA,2012-09-11,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12.2,"A",1.52,"A","USGS","0208675010",0.14,"A",0.29,"A"
NA,NA,2012-09-12,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.7,"A",1.55,"A","USGS","0208675010",0.1,"A",0.29,"A"
NA,NA,2012-09-13,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13,"A",1.54,"A","USGS","0208675010",0.06,"A",0.28,"A"
NA,NA,2012-09-14,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.2,"A",1.55,"A","USGS","0208675010",0.04,"A",0.27,"A"
NA,NA,2012-09-15,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13,"A",1.54,"A","USGS","0208675010",0.04,"A",0.27,"A"
NA,NA,2012-09-16,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.7,"A",1.6,"A","USGS","0208675010",1.6,"A",0.36,"A"
NA,NA,2012-09-17,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15.8,"A",1.58,"A","USGS","0208675010",0.28,"A",0.31,"A"
NA,NA,2012-09-18,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",189,"A",2.72,"A","USGS","0208675010",80,"A e",0.81,"A"
NA,NA,2012-09-19,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",461,"A",3.9,"A","USGS","0208675010",42.5,"A e",0.74,"A"
NA,NA,2012-09-20,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",30,"A",1.75,"A","USGS","0208675010",1.62,"A",0.36,"A"
NA,NA,2012-09-21,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",20.2,"A",1.65,"A","USGS","0208675010",0.52,"A",0.3,"A"
NA,NA,2012-09-22,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16.6,"A",1.61,"A","USGS","0208675010",0.27,"A",0.28,"A"
NA,NA,2012-09-23,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",17.9,"A",1.63,"A","USGS","0208675010",0.57,"A",0.3,"A"
NA,NA,2012-09-24,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.9,"A",1.57,"A","USGS","0208675010",0.2,"A",0.27,"A"
NA,NA,2012-09-26,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.3,"A",1.53,"A","USGS","0208675010",0.19,"A",0.27,"A"
NA,NA,2012-09-27,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.3,"A",1.57,"A","USGS","0208675010",0.12,"A",0.26,"A"
NA,NA,2012-09-28,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12.9,"A",1.56,"A","USGS","0208675010",0.14,"A",0.26,"A"
NA,NA,2012-09-29,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",72.7,"A",2.01,"A","USGS","0208675010",9.51,"A",0.48,"A"
NA,NA,2012-09-30,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",35.3,"A",1.79,"A","USGS","0208675010",3.85,"A",0.42,"A"
NA,NA,2012-10-01,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",17.2,"A",1.62,"A","USGS","0208675010",0.74,"A",0.32,"A"
NA,NA,2012-10-02,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",23.2,"A",1.68,"A","USGS","0208675010",2.23,"A",0.38,"A"
NA,NA,2012-10-03,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15.9,"A",1.6,"A","USGS","0208675010",0.72,"A",0.32,"A"
NA,NA,2012-10-04,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.8,"A",1.57,"A","USGS","0208675010",0.34,"A",0.29,"A"
NA,NA,2012-10-05,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.3,"A",1.57,"A","USGS","0208675010",0.23,"A",0.27,"A"
NA,NA,2012-10-06,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.3,"A",1.57,"A","USGS","0208675010",0.18,"A",0.27,"A"
NA,NA,2012-10-07,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",86.6,"A",2.12,"A","USGS","0208675010",21.4,"A",0.6,"A"
NA,NA,2012-10-09,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",22.6,"A",1.68,"A","USGS","0208675010",2.07,"A",0.38,"A"
NA,NA,2012-10-10,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15,"A",1.59,"A","USGS","0208675010",0.89,"A",0.33,"A"
NA,NA,2012-10-11,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15.3,"A",1.59,"A","USGS","0208675010",0.51,"A",0.3,"A"
NA,NA,2012-10-12,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15.1,"A",1.59,"A","USGS","0208675010",0.36,"A",0.29,"A"
NA,NA,2012-10-13,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.7,"A",1.57,"A","USGS","0208675010",0.3,"A",0.28,"A"
NA,NA,2012-10-14,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.4,"A",1.56,"A","USGS","0208675010",0.25,"A",0.28,"A"
NA,NA,2012-10-15,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",23,"A",1.65,"A","USGS","0208675010",2.5,"A",0.35,"A"
NA,NA,2012-10-16,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.1,"A",1.64,"A","USGS","0208675010",1.05,"A",0.33,"A"
NA,NA,2012-10-17,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.6,"A",1.57,"A","USGS","0208675010",0.45,"A",0.3,"A"
NA,NA,2012-10-18,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13,"A",1.56,"A","USGS","0208675010",0.39,"A",0.3,"A"
NA,NA,2012-10-19,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",24.7,"A",1.7,"A","USGS","0208675010",3.68,"A",0.42,"A"
NA,NA,2012-10-20,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.3,"A",1.59,"A","USGS","0208675010",0.74,"A",0.32,"A"
NA,NA,2012-10-21,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.2,"A",1.57,"A","USGS","0208675010",0.4,"A",0.3,"A"
NA,NA,2012-10-22,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12.9,"A",1.57,"A","USGS","0208675010",0.33,"A",0.29,"A"
NA,NA,2012-10-23,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12.7,"A",1.56,"A","USGS","0208675010",0.39,"A",0.3,"A"
NA,NA,2012-10-24,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13,"A",1.57,"A","USGS","0208675010",0.36,"A",0.29,"A"
NA,NA,2012-10-25,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.1,"A",1.59,"A","USGS","0208675010",0.72,"A",0.32,"A"
NA,NA,2012-10-26,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.9,"A",1.6,"A","USGS","0208675010",0.55,"A",0.31,"A"
NA,NA,2012-10-27,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",17.9,"A",1.63,"A","USGS","0208675010",1.86,"A",0.35,"A"
NA,NA,2012-10-28,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15.3,"A",1.6,"A","USGS","0208675010",0.46,"A",0.3,"A"
NA,NA,2012-10-29,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",27,"A",1.73,"A","USGS","0208675010",2.18,"A",0.38,"A"
NA,NA,2012-10-30,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",34.9,"A",1.8,"A","USGS","0208675010",3.25,"A",0.41,"A"
NA,NA,2012-10-31,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16.7,"A",1.62,"A","USGS","0208675010",0.56,"A",0.31,"A"
NA,NA,2012-11-01,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15.3,"A",1.6,"A","USGS","0208675010",0.32,"A",0.29,"A"
NA,NA,2012-11-02,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.9,"A",1.6,"A","USGS","0208675010",0.31,"A",0.29,"A"
NA,NA,2012-11-03,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.7,"A",1.59,"A","USGS","0208675010",0.35,"A",0.29,"A"
NA,NA,2012-11-04,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.5,"A",1.59,"A","USGS","0208675010",0.31,"A",0.29,"A"
NA,NA,2012-11-05,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15.5,"A",1.61,"A","USGS","0208675010",0.29,"A",0.29,"A"
NA,NA,2012-11-06,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.6,"A",1.59,"A","USGS","0208675010",0.33,"A",0.29,"A"
NA,NA,2012-11-07,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15.2,"A",1.6,"A","USGS","0208675010",0.33,"A",0.29,"A"
NA,NA,2012-11-08,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.4,"A",1.6,"A","USGS","0208675010",0.35,"A",0.29,"A"
NA,NA,2012-11-09,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15.1,"A",1.61,"A","USGS","0208675010",0.38,"A",0.29,"A"
NA,NA,2012-11-10,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.4,"A",1.6,"A","USGS","0208675010",0.43,"A",0.3,"A"
NA,NA,2012-11-11,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.8,"A",1.6,"A","USGS","0208675010",0.31,"A",0.29,"A"
NA,NA,2012-11-12,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15,"A",1.61,"A","USGS","0208675010",0.32,"A",0.29,"A"
NA,NA,2012-11-13,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.1,"A",1.65,"A","USGS","0208675010",0.89,"A",0.33,"A"
NA,NA,2012-11-14,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.8,"A",1.66,"A","USGS","0208675010",0.6,"A",0.31,"A"
NA,NA,2012-11-15,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16.7,"A",1.63,"A","USGS","0208675010",1.16,"A",0.33,"A"
NA,NA,2012-11-16,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",21.6,"A",1.69,"A","USGS","0208675010",1.09,"A",0.34,"A"
NA,NA,2012-11-17,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.5,"A",1.6,"A","USGS","0208675010",0.62,"A",0.32,"A"
NA,NA,2012-11-18,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.2,"A",1.59,"A","USGS","0208675010",0.56,"A",0.31,"A"
NA,NA,2012-11-19,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15.4,"A",1.61,"A","USGS","0208675010",0.54,"A",0.31,"A"
NA,NA,2012-11-20,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16.9,"A",1.63,"A","USGS","0208675010",0.45,"A",0.3,"A"
NA,NA,2012-11-21,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15.7,"A",1.62,"A","USGS","0208675010",0.44,"A",0.3,"A"
NA,NA,2012-11-22,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15,"A",1.61,"A","USGS","0208675010",0.41,"A",0.3,"A"
NA,NA,2012-11-23,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12.4,"A",1.57,"A","USGS","0208675010",0.37,"A",0.29,"A"
NA,NA,2012-11-24,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.6,"A",1.59,"A","USGS","0208675010",0.33,"A",0.29,"A"
NA,NA,2012-11-25,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.7,"A",1.59,"A","USGS","0208675010",0.47,"A",0.3,"A"
NA,NA,2012-11-27,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.6,"A",1.61,"A","USGS","0208675010",0.34,"A",0.29,"A"
NA,NA,2012-11-28,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.5,"A",1.61,"A","USGS","0208675010",0.7,"A",0.32,"A"
NA,NA,2012-11-29,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.3,"A",1.61,"A","USGS","0208675010",0.72,"A",0.32,"A"
NA,NA,2012-11-30,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15,"A",1.62,"A","USGS","0208675010",0.68,"A",0.32,"A"
NA,NA,2012-12-01,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.4,"A",1.61,"A","USGS","0208675010",0.59,"A",0.31,"A"
NA,NA,2012-12-02,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.4,"A",1.61,"A","USGS","0208675010",0.47,"A",0.3,"A"
NA,NA,2012-12-03,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.6,"A",1.62,"A","USGS","0208675010",0.42,"A",0.3,"A"
NA,NA,2012-12-05,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14,"A",1.61,"A","USGS","0208675010",0.39,"A",0.3,"A"
NA,NA,2012-12-06,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.3,"A",1.61,"A","USGS","0208675010",0.25,"A",0.28,"A"
NA,NA,2012-12-07,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16.1,"A",1.63,"A","USGS","0208675010",1.47,"A",0.35,"A"
NA,NA,2012-12-08,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.9,"A",1.62,"A","USGS","0208675010",0.65,"A",0.32,"A"
NA,NA,2012-12-09,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12.2,"A",1.58,"A","USGS","0208675010",0.51,"A",0.31,"A"
NA,NA,2012-12-10,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12.2,"A",1.58,"A","USGS","0208675010",0.42,"A",0.3,"A"
NA,NA,2012-12-11,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.5,"A",1.57,"A","USGS","0208675010",0.35,"A",0.29,"A"
NA,NA,2012-12-12,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.3,"A",1.56,"A","USGS","0208675010",0.35,"A",0.29,"A"
NA,NA,2012-12-13,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",34.6,"A",1.79,"A","USGS","0208675010",4.96,"A",0.45,"A"
NA,NA,2012-12-14,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12.9,"A",1.59,"A","USGS","0208675010",0.87,"A",0.33,"A"
NA,NA,2012-12-15,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.5,"A",1.56,"A","USGS","0208675010",0.49,"A",0.3,"A"
NA,NA,2012-12-16,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.9,"A",1.57,"A","USGS","0208675010",0.46,"A",0.3,"A"
NA,NA,2012-12-17,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",34.7,"A",1.79,"A","USGS","0208675010",5.59,"A",0.46,"A"
NA,NA,2012-12-18,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",13.9,"A",1.61,"A","USGS","0208675010",1.16,"A",0.35,"A"
NA,NA,2012-12-19,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.4,"A",1.57,"A","USGS","0208675010",0.58,"A",0.31,"A"
NA,NA,2012-12-20,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11.5,"A",1.57,"A","USGS","0208675010",0.81,"A",0.32,"A"
NA,NA,2012-12-21,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",30.5,"A",1.77,"A","USGS","0208675010",4.74,"A",0.45,"A"
NA,NA,2012-12-22,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",12.4,"A",1.58,"A","USGS","0208675010",0.84,"A",0.33,"A"
NA,NA,2012-12-23,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",11,"A",1.55,"A","USGS","0208675010",0.49,"A",0.31,"A"
NA,NA,2012-12-24,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",10.6,"A",1.55,"A","USGS","0208675010",0.43,"A",0.3,"A"
NA,NA,2012-12-25,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",10.2,"A",1.54,"A","USGS","0208675010",0.39,"A",0.3,"A"
NA,NA,2012-12-26,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",421,"A",3.74,"A","USGS","0208675010",112,"A",1.06,"A"
NA,NA,2012-12-27,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",59.3,"A",1.95,"A","USGS","0208675010",5.81,"A",0.52,"A"
NA,NA,2012-12-28,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",25.1,"A",1.7,"A","USGS","0208675010",1.5,"A",0.42,"A"
NA,NA,2012-12-29,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",63.1,"A",1.95,"A","USGS","0208675010",8.47,"A",0.54,"A"
NA,NA,2012-12-30,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",26.4,"A",1.71,"A","USGS","0208675010",1.68,"A",0.42,"A"
NA,NA,2012-12-31,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.3,"A",1.63,"A","USGS","0208675010",0.76,"A",0.38,"A"
NA,NA,2013-01-01,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",17.4,"A",1.61,"A","USGS","0208675010",1.14,"A",0.38,"A"
NA,NA,2013-01-02,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",68.3,"A",2.01,"A","USGS","0208675010",9.23,"A",0.57,"A"
NA,NA,2013-01-03,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",26.8,"A",1.71,"A","USGS","0208675010",1.75,"A",0.43,"A"
NA,NA,2013-01-04,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.1,"A",1.63,"A","USGS","0208675010",0.81,"A",0.38,"A"
NA,NA,2013-01-05,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16.7,"A",1.6,"A","USGS","0208675010",0.53,"A",0.36,"A"
